t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_raw_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible,rmse_aligned
0.000000,1.569182,nan,0.874677,0.888235,0.694505,nan,-275.399524,2.377161,2.353128,0,1.404511
0.005000,3.128689,1.569182,0.888235,1.321976,2.240454,0.680946,-505.352836,2.353128,2.309028,0,1.404511
0.010000,4.668907,3.128689,1.321976,3.521453,3.346932,1.806714,-669.449607,2.309028,2.250607,0,1.404511
0.015000,6.180340,4.668907,3.521453,4.432668,2.658887,1.147454,-553.668086,2.250607,2.202290,0,1.404511
0.020000,7.653669,6.180340,4.432668,5.754565,3.221000,1.747671,-613.160226,2.202290,2.148782,0,1.404511
0.025000,9.079810,7.653669,5.754565,7.507347,3.325245,1.899103,-598.924118,2.148782,2.096516,0,1.404511
0.030000,10.449971,9.079810,7.507347,8.443191,2.942625,1.572463,-521.256700,2.096516,2.051028,0,1.404511
0.035000,11.755705,10.449971,8.443191,9.752425,3.312514,2.006780,-559.227783,2.051028,2.002226,0,1.404511
0.040000,12.988961,11.755705,9.752425,10.701351,3.236536,2.003280,-545.332674,2.002226,1.954637,0,1.404511
0.045000,14.142136,12.988961,10.701351,11.659293,3.440785,2.287610,-580.766835,1.954637,1.903955,0,1.404511
0.050000,15.208119,14.142136,11.659293,13.928342,3.548827,2.482843,-612.569004,1.903955,1.850499,0,1.404511
0.055000,16.180340,15.208119,13.928342,14.359337,2.251998,1.279777,-437.761928,1.850499,1.812297,0,1.404511
0.060000,17.052803,16.180340,14.359337,15.333285,2.693467,1.821003,-509.132426,1.812297,1.767866,0,1.404511
0.065000,17.820130,17.052803,15.333285,16.741970,2.486846,1.719518,-477.596187,1.767866,1.726188,0,1.404511
0.070000,18.477591,17.820130,16.741970,17.300527,1.735620,1.078160,-349.084551,1.726188,1.695725,0,1.404511
0.075000,19.021130,18.477591,17.300527,18.292776,1.720603,1.177063,-330.138694,1.695725,1.666915,0,1.404511
0.080000,19.447398,19.021130,18.292776,18.718589,1.154622,0.728354,-219.579859,1.666915,1.647753,0,1.404511
0.085000,19.753767,19.447398,18.718589,19.142268,1.035178,0.728809,-179.631182,1.647753,1.632077,0,1.404511
0.090000,19.938347,19.753767,19.142268,19.290046,0.796078,0.611499,-120.105950,1.632077,1.621596,0,1.404511
0.095000,20.000000,19.938347,19.290046,19.714295,0.709954,0.648300,-85.368185,1.621596,1.614146,0,1.404511
0.100000,19.938347,20.000000,19.714295,19.714295,0.224052,0.285705,13.640131,1.614146,1.615336,0,1.404511
0.105000,19.753767,19.938347,19.714295,19.563784,0.039472,0.224052,63.756285,1.615336,1.620900,0,1.404511
0.110000,19.447398,19.753767,19.563784,19.142268,-0.116385,0.189983,108.894409,1.620900,1.630403,0,1.404511
