t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_raw_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible,rmse_aligned
0.155000,-7.362491,-5.277461,-3.293965,-4.934164,-4.068526,-1.983496,1092.324339,1.728309,1.823632,0,2.117944
0.160000,-9.358596,-7.362491,-4.934164,-7.022794,-4.424432,-2.428327,1203.495098,1.823632,1.928657,0,2.117944
0.165000,-11.241668,-9.358596,-7.022794,-9.462322,-4.218874,-2.335802,1190.507628,1.928657,2.032548,0,2.117944
0.170000,-12.988961,-11.241668,-9.462322,-10.745857,-3.526639,-1.779345,1076.100933,2.032548,2.126456,0,2.117944
0.175000,-14.579373,-12.988961,-10.745857,-12.840679,-3.833515,-2.243104,1129.250118,2.126456,2.225002,0,2.117944
0.180000,-15.993693,-14.579373,-12.840679,-14.136062,-3.153014,-1.738694,1002.718686,2.225002,2.312505,0,2.117944
0.185000,-17.214841,-15.993693,-14.136062,-15.037816,-3.078779,-1.857631,938.244261,2.312505,2.394383,0,2.117944
0.190000,-18.228066,-17.214841,-15.037816,-16.342883,-3.190250,-2.177025,884.038908,2.394383,2.471530,0,2.117944
0.195000,-19.021130,-18.228066,-16.342883,-17.132996,-2.678248,-1.885183,667.253653,2.471530,2.529758,0,2.117944
0.200000,-19.584456,-19.021130,-17.132996,-17.132996,-2.451460,-1.888134,485.368934,2.529758,2.572115,0,2.117944
0.205000,-19.911239,-19.584456,-17.132996,-18.043412,-2.778243,-2.451460,419.511257,2.572115,2.608724,0,2.117944
0.210000,-19.997533,-19.911239,-18.043412,-17.525568,-1.954121,-1.867827,132.927235,2.608724,2.620324,0,2.117944
0.215000,-19.842294,-19.997533,-17.525568,-17.525568,-2.316726,-2.471964,102.583376,2.620324,2.629276,0,2.117944
0.220000,-19.447398,-19.842294,-17.525568,-17.525568,-1.921830,-2.316726,-67.293145,2.629276,2.623404,0,2.117944
0.225000,-18.817615,-19.447398,-17.525568,-17.525568,-1.292047,-1.921830,-246.975910,2.623404,2.601851,0,2.117944
0.230000,-17.960552,-18.817615,-17.525568,-17.012547,-0.434983,-1.292047,-431.673152,2.601851,2.564181,0,2.117944
0.235000,-16.886559,-17.960552,-17.012547,-17.132996,0.125988,-0.948005,-533.956726,2.564181,2.517584,0,2.117944
0.240000,-15.608608,-16.886559,-17.132996,-16.342883,1.524388,0.246438,-781.075072,2.517584,2.449422,0,2.117944
0.245000,-14.142136,-15.608608,-16.342883,-15.435862,2.200747,0.734274,-880.769504,2.449422,2.372561,0,2.117944
0.250000,-12.504853,-14.142136,-15.435862,-13.736268,2.931009,1.293726,-1007.898862,2.372561,2.284605,0,2.117944
0.255000,-10.716536,-12.504853,-13.736268,-12.840679,3.019732,1.231415,-1008.536312,2.284605,2.196594,0,2.117944
0.260000,-8.798783,-10.716536,-12.840679,-11.551007,4.041896,2.124143,-1157.163187,2.196594,2.095612,0,2.117944
0.265000,-6.774758,-8.798783,-11.551007,-9.057888,4.776249,2.752224,-1200.586314,2.095612,1.990841,0,2.117944
0.270000,-4.668907,-6.774758,-9.057888,-7.378536,4.388981,2.283130,-1053.494613,1.990841,1.898906,0,2.117944
0.275000,-2.506665,-4.668907,-7.378536,-5.751402,4.871871,2.709629,-1076.557622,1.898906,1.804959,0,2.117944
0.280000,-0.314146,-2.506665,-5.751402,-3.293965,5.437256,3.244737,-1099.608345,1.804959,1.709000,0,2.117944
0.285000,1.882166,-0.314146,-3.293965,-1.236408,5.176131,2.979819,-1009.844655,1.709000,1.620875,0,2.117944
0.290000,4.055746,1.882166,-1.236408,0.824343,5.292154,3.118574,-999.713760,1.620875,1.533633,0,2.117944
0.295000,6.180340,4.055746,0.824343,2.882963,5.355997,3.231403,-1001.204769,1.533633,1.446261,0,2.117944
0.300000,8.230287,6.180340,2.882963,4.969741,5.347324,3.297376,-996.925518,1.446261,1.359263,0,2.117944
0.305000,10.180828,8.230287,4.969741,7.895765,5.211088,3.260546,-924.430409,1.359263,1.278592,0,2.117944
0.310000,12.008405,10.180828,7.895765,9.122896,4.112639,2.285063,-678.830729,1.278592,1.219352,0,2.117944
0.315000,13.690942,12.008405,9.122896,10.823011,4.568046,2.885508,-683.980728,1.219352,1.159664,0,2.117944
0.320000,15.208119,13.690942,10.823011,12.528808,4.385108,2.867931,-609.688359,1.159664,1.106458,0,2.117944
0.325000,16.541611,15.208119,12.528808,14.136062,4.012804,2.679312,-562.654275,1.106458,1.057358,0,2.117944
0.330000,17.675313,16.541611,14.136062,15.435862,3.539251,2.405550,-531.325494,1.057358,1.010991,0,2.117944
0.335000,18.595530,17.675313,15.435862,16.342883,3.159668,2.239451,-499.581271,1.010991,0.967394,0,2.117944
0.340000,19.291148,18.595530,16.342883,17.650124,2.948266,2.252647,-461.573321,0.967394,0.927114,0,2.117944
0.345000,19.753767,19.291148,17.650124,18.566060,2.103643,1.641024,-314.602887,0.927114,0.899660,0,2.117944
0.350000,19.977797,19.753767,18.566060,18.958183,1.411737,1.187707,-187.003529,0.899660,0.883341,0,2.117944
0.355000,19.960535,19.977797,18.958183,19.348472,1.002351,1.019614,-101.283864,0.883341,0.874502,0,2.117944
0.360000,19.702187,19.960535,19.348472,19.486130,0.353715,0.612063,18.750161,0.874502,0.876138,0,2.117944
0.365000,19.205874,19.702187,19.486130,19.348472,-0.280256,0.216057,135.510908,0.876138,0.887964,0,2.117944
0.370000,18.477591,19.205874,19.348472,18.566060,-0.870881,-0.142598,241.831846,0.887964,0.909068,0,2.117944
0.375000,17.526134,18.477591,18.566060,17.650124,-1.039927,-0.088470,275.743406,0.909068,0.933131,0,2.117944
0.380000,16.362994,17.526134,17.650124,17.255111,-1.287130,-0.123991,310.418328,0.933131,0.960220,0,2.117944
0.385000,15.002221,16.362994,17.255111,16.342883,-2.252890,-0.892117,432.428231,0.960220,0.997956,0,2.117944
0.390000,13.460250,15.002221,16.342883,15.435862,-2.882632,-1.340661,483.069137,0.997956,1.040112,0,2.117944
0.395000,11.755705,13.460250,15.435862,14.136062,-3.680157,-1.975612,561.465373,1.040112,1.089109,0,2.117944
0.400000,9.909173,11.755705,14.136062,12.439562,-4.226888,-2.380357,652.052339,1.089109,1.146012,0,2.117944
0.405000,7.942958,9.909173,12.439562,10.007980,-4.496604,-2.530389,800.479222,1.146012,1.215867,0,2.117944
0.410000,5.880807,7.942958,10.007980,7.895765,-4.127173,-2.065022,845.693695,1.215867,1.289667,0,2.117944
0.415000,3.747626,5.880807,7.895765,6.203448,-4.148139,-2.014959,850.427783,1.289667,1.363881,0,2.117944
0.420000,1.569182,3.747626,6.203448,3.704627,-4.634266,-2.455822,914.773726,1.363881,1.443710,0,2.117944
0.425000,-0.628215,1.569182,3.704627,2.060111,-4.332843,-2.135446,885.024556,1.443710,1.520943,0,2.117944
0.430000,-2.818025,-0.628215,2.060111,0.000000,-4.878136,-2.688326,1005.356254,1.520943,1.608677,0,2.117944
0.435000,-4.973798,-2.818025,0.000000,-2.471665,-4.973798,-2.818025,1106.783088,1.608677,1.705262,0,2.117944
0.440000,-7.069497,-4.973798,-2.471665,-4.524768,-4.597832,-2.502133,1157.395926,1.705262,1.806264,0,2.117944
0.445000,-9.079810,-7.069497,-4.524768,-7.378536,-4.555042,-2.544728,1222.006725,1.806264,1.912904,0,2.117944
0.450000,-10.980456,-9.079810,-7.378536,-8.652542,-3.601921,-1.701274,1078.799888,1.912904,2.007047,0,2.117944
0.455000,-12.748480,-10.980456,-8.652542,-10.341645,-4.095938,-2.327915,1163.385313,2.007047,2.108572,0,2.117944
0.460000,-14.362526,-12.748480,-10.341645,-12.439562,-4.020881,-2.406835,1168.162476,2.108572,2.210513,0,2.117944
0.465000,-15.803100,-14.362526,-12.439562,-14.136062,-3.363538,-1.922964,1049.507182,2.210513,2.302100,0,2.117944
0.470000,-17.052803,-15.803100,-14.136062,-15.037816,-2.916741,-1.667038,918.481736,2.302100,2.382252,0,2.117944
0.475000,-18.096541,-17.052803,-15.037816,-15.945396,-3.058725,-2.014987,866.878077,2.382252,2.457902,0,2.117944
0.480000,-18.921707,-18.096541,-15.945396,-16.620757,-2.976311,-2.151145,745.078201,2.457902,2.522922,0,2.117944
0.485000,-19.518335,-18.921707,-16.620757,-17.132996,-2.897578,-2.300950,597.315280,2.522922,2.575048,0,2.117944
0.490000,-19.879219,-19.518335,-17.132996,-18.043412,-2.746223,-2.385339,430.352531,2.575048,2.612603,0,2.117944
0.495000,-20.000000,-19.879219,-18.043412,nan,-1.956588,-1.835807,148.261850,2.612603,2.625541,0,2.117944
