t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_raw_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible,rmse_aligned
0.000000,1.569182,nan,0.000000,0.824343,1.569182,nan,-420.928933,1.614839,1.578106,0,1.626133
0.005000,3.128689,1.569182,0.824343,1.236408,2.304346,0.744839,-501.955004,1.578106,1.534302,0,1.626133
0.010000,4.668907,3.128689,1.236408,2.471665,3.432500,1.892282,-661.823024,1.534302,1.476547,0,1.626133
0.015000,6.180340,4.668907,2.471665,4.114909,3.708675,2.197243,-703.844011,1.476547,1.415125,0,1.626133
0.020000,7.653669,6.180340,4.114909,5.792796,3.538760,2.065431,-678.185082,1.415125,1.355942,0,1.626133
0.025000,9.079810,7.653669,5.792796,7.022794,3.287013,1.860872,-621.338042,1.355942,1.301720,0,1.626133
0.030000,10.449971,9.079810,7.022794,8.714733,3.427177,2.057016,-603.682712,1.301720,1.249039,0,1.626133
0.035000,11.755705,10.449971,8.714733,9.530128,3.040972,1.735238,-500.774658,1.249039,1.205338,0,1.626133
0.040000,12.988961,11.755705,9.530128,10.823011,3.458833,2.225577,-519.797710,1.205338,1.159977,0,1.626133
0.045000,14.142136,12.988961,10.823011,12.123738,3.319124,2.165950,-468.665711,1.159977,1.119079,0,1.626133
0.050000,15.208119,14.142136,12.123738,12.932608,3.084381,2.018397,-431.828644,1.119079,1.081394,0,1.626133
0.055000,16.180340,15.208119,12.932608,14.237280,3.247731,2.275511,-465.403321,1.081394,1.040780,0,1.626133
0.060000,17.052803,16.180340,14.237280,15.435862,2.815523,1.943059,-438.870104,1.040780,1.002482,0,1.626133
0.065000,17.820130,17.052803,15.435862,16.342883,2.384269,1.616941,-396.659804,1.002482,0.967867,0,1.626133
0.070000,18.477591,17.820130,16.342883,17.650124,2.134708,1.477248,-360.094793,0.967867,0.936442,0,1.626133
0.075000,19.021130,18.477591,17.650124,18.043412,1.371006,0.827466,-238.168546,0.936442,0.915658,0,1.626133
0.080000,19.447398,19.021130,18.043412,18.566060,1.403986,0.977718,-229.861379,0.915658,0.895599,0,1.626133
0.085000,19.753767,19.447398,18.566060,18.958183,1.187707,0.881338,-184.573999,0.895599,0.879492,0,1.626133
0.090000,19.938347,19.753767,18.958183,19.348472,0.980163,0.795583,-140.749945,0.879492,0.867209,0,1.626133
0.095000,20.000000,19.938347,19.348472,19.736901,0.651528,0.589875,-79.565942,0.867209,0.860266,0,1.626133
0.100000,19.938347,20.000000,19.736901,19.736901,0.201445,0.263099,-0.912159,0.860266,0.860186,0,1.626133
0.105000,19.753767,19.938347,19.736901,19.736901,0.016865,0.201445,39.126632,0.860186,0.863601,0,1.626133
0.110000,19.447398,19.753767,19.736901,19.348472,-0.289503,0.016865,96.888493,0.863601,0.872056,0,1.626133
0.115000,19.021130,19.447398,19.348472,18.958183,-0.327341,0.098927,115.171008,0.872056,0.882106,0,1.626133
0.120000,18.477591,19.021130,18.958183,18.958183,-0.480593,0.062947,149.290907,0.882106,0.895134,0,1.626133
0.125000,17.820130,18.477591,18.958183,18.043412,-1.138053,-0.480593,255.106239,0.895134,0.917397,0,1.626133
0.130000,17.052803,17.820130,18.043412,17.650124,-0.990609,-0.223282,235.603850,0.917397,0.937957,0,1.626133
