t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,nan,19.093492,nan,-239.142310,0.408622,0.387753,0
0.005000,21.176886,19.583994,1.592893,-308.782109,0.387753,0.360807,0
0.010000,22.346517,21.223657,1.122860,-260.198628,0.360807,0.338100,0
0.015000,23.501680,22.380135,1.121545,-256.546717,0.338100,0.315712,0
0.020000,24.635255,22.858762,1.776493,-316.931188,0.315712,0.288055,0
0.025000,25.740251,24.227745,1.512506,-282.600700,0.288055,0.263393,0
0.030000,26.809857,25.173525,1.636333,-287.228765,0.263393,0.238328,0
0.035000,27.837478,26.333086,1.504393,-267.394542,0.238328,0.214993,0
0.040000,28.816779,27.492837,1.323942,-243.801096,0.214993,0.193717,0
0.045000,29.741721,28.194979,1.546742,-260.473963,0.193717,0.170987,0
0.050000,30.606602,29.357754,1.248848,-224.663808,0.170987,0.151381,0
0.055000,31.406089,30.068583,1.337507,-226.056993,0.151381,0.131654,0
0.060000,32.135255,30.518231,1.617024,-245.366310,0.131654,0.110242,0
0.065000,32.789602,31.675469,1.114134,-183.705100,0.110242,0.094210,0
0.070000,33.365098,32.828542,0.536556,-114.045146,0.094210,0.084258,0
0.075000,33.858193,32.391393,1.466800,-196.600111,0.084258,0.067101,0
0.080000,34.265848,33.546109,0.719739,-109.668175,0.067101,0.057531,0
0.085000,34.585549,33.546109,1.039440,-130.301104,0.057531,0.046160,0
0.090000,34.815325,34.695154,0.120172,-26.549679,0.046160,0.043843,0
0.095000,34.953760,34.267335,0.686425,-71.834465,0.043843,0.037575,0
0.100000,35.000000,34.267335,0.732665,-64.933555,0.037575,0.031908,0
0.105000,34.953760,34.992020,-0.038260,24.307835,0.031908,0.034029,0
0.110000,34.815325,34.562525,0.252800,6.447974,0.034029,0.034592,0
0.115000,34.585549,34.562525,0.023024,40.873322,0.034592,0.038159,0
0.120000,34.265848,34.267335,-0.001488,54.265211,0.038159,0.042894,0
0.125000,33.858193,34.267335,-0.409142,105.777222,0.042894,0.052125,0
0.130000,33.365098,34.267335,-0.902238,165.351891,0.052125,0.066555,0
0.135000,32.789602,33.546109,-0.756506,160.679969,0.066555,0.080577,0
0.140000,32.135255,32.828542,-0.693287,164.192483,0.080577,0.094905,0
0.145000,31.406089,32.550003,-1.143914,219.278046,0.094905,0.114041,0
0.150000,30.606602,31.675469,-1.068867,220.912502,0.114041,0.133319,0
0.155000,29.741721,30.963757,-1.222036,244.274571,0.133319,0.154636,0
0.160000,28.816779,30.068583,-1.251804,253.077753,0.154636,0.176721,0
0.165000,27.837478,28.902357,-1.064879,237.942695,0.176721,0.197486,0
0.170000,26.809857,28.194979,-1.385122,272.533904,0.197486,0.221269,0
0.175000,25.740251,27.030860,-1.290609,264.913314,0.221269,0.244387,0
0.180000,24.635255,26.333086,-1.697831,307.697891,0.244387,0.271239,0
0.185000,23.501680,25.173525,-1.671844,309.003861,0.271239,0.298204,0
0.190000,22.346517,23.540039,-1.193522,265.890398,0.298204,0.321408,0
0.195000,21.176886,22.858762,-1.681875,318.233017,0.321408,0.349179,0
0.200000,20.000000,21.705437,-1.705437,322.311989,0.349179,0.377306,0
0.205000,18.823114,20.738709,-1.915596,342.067002,0.377306,0.407157,0
0.210000,17.653483,19.093492,-1.440009,289.716028,0.407157,0.432439,0
0.215000,16.498320,18.434949,-1.936629,334.199971,0.432439,0.461604,0
0.220000,15.364745,16.949224,-1.584479,293.468221,0.461604,0.487214,0
0.225000,14.259749,16.448608,-2.188860,348.972119,0.487214,0.517667,0
0.230000,13.190143,14.796762,-1.606620,287.804564,0.517667,0.542783,0
0.235000,12.162522,13.657643,-1.495121,273.616639,0.542783,0.566660,0
0.240000,11.183221,13.150949,-1.967727,318.798183,0.566660,0.594481,0
0.245000,10.258279,11.618524,-1.360245,253.664068,0.594481,0.616617,0
0.250000,9.393398,10.491477,-1.098079,221.245515,0.616617,0.635924,0
0.255000,8.593911,9.977713,-1.383802,245.127422,0.635924,0.657316,0
