t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,nan,11.003541,nan,-1278.206138,0.618076,0.506531,0
0.005000,22.890819,14.796762,8.094057,-1211.929496,0.506531,0.400770,0
0.010000,27.057592,19.093492,7.964100,-1159.466821,0.400770,0.299588,0
0.015000,30.730562,23.061520,7.669043,-1058.542048,0.299588,0.207213,0
0.020000,33.833196,27.030860,6.802336,-899.856311,0.207213,0.128685,0
0.025000,36.311349,30.784147,5.527203,-728.308063,0.128685,0.065129,0
0.030000,38.135093,33.546109,4.588984,-555.949375,0.065129,0.016613,0
0.035000,39.299541,35.417055,3.882486,-425.490658,0.016613,-0.020518,0
0.040000,39.824654,36.450923,3.373731,-326.005413,-0.020518,-0.048968,0
0.045000,39.754018,37.600405,2.153613,-144.152286,-0.048968,-0.061547,0
0.050000,39.152661,38.333340,0.819321,60.882831,-0.061547,-0.056234,0
0.055000,38.104000,38.011510,0.092490,183.164043,-0.056234,-0.040250,0
0.060000,36.706044,37.284326,-0.578282,272.994647,-0.040250,-0.016427,0
0.065000,35.067009,36.869898,-1.802889,393.674129,-0.016427,0.017928,0
0.070000,33.300535,34.992020,-1.691485,361.309633,0.017928,0.049458,0
0.075000,31.520712,33.546109,-2.025397,374.783915,0.049458,0.082164,0
0.080000,29.837099,32.391393,-2.554294,404.386914,0.082164,0.117453,0
0.085000,28.349978,31.405164,-3.055186,424.154209,0.117453,0.154468,0
0.090000,27.146005,29.614812,-2.468807,326.230786,0.154468,0.182937,0
0.095000,26.294477,28.902357,-2.607880,291.236594,0.182937,0.208352,0
0.100000,25.844335,27.734191,-1.889855,173.998524,0.208352,0.223536,0
0.105000,25.822062,27.030860,-1.208799,63.385906,0.223536,0.229068,0
0.110000,26.230527,26.565051,-0.334524,-61.917897,0.229068,0.223664,0
0.115000,27.048866,27.030860,0.018006,-133.432344,0.223664,0.212020,0
0.120000,28.233365,27.030860,1.202504,-276.875071,0.212020,0.187858,0
0.125000,29.719331,28.194979,1.524351,-333.270613,0.187858,0.158775,0
0.130000,31.423871,29.614812,1.809059,-377.264430,0.158775,0.125852,0
0.135000,33.249457,31.231910,2.017548,-399.175055,0.125852,0.091018,0
0.140000,35.088128,32.391393,2.696735,-448.124988,0.091018,0.051911,0
0.145000,36.826159,33.546109,3.280050,-474.677285,0.051911,0.010488,0
0.150000,38.349001,35.417055,2.931946,-413.868680,0.010488,-0.025629,0
0.155000,39.546280,36.869898,2.676382,-359.230083,-0.025629,-0.056978,0
0.160000,40.316650,38.333340,1.983310,-237.014449,-0.056978,-0.077661,0
0.165000,40.572300,39.068473,1.503827,-105.308485,-0.077661,-0.086851,0
0.170000,40.242919,38.740964,1.501955,-10.900692,-0.086851,-0.087802,0
0.175000,39.278955,39.143986,0.134968,248.983765,-0.087802,-0.066074,0
0.180000,37.654036,38.418055,-0.764019,422.099635,-0.066074,-0.029239,0
0.185000,35.366444,36.869898,-1.503454,530.520779,-0.029239,0.017058,0
0.190000,32.439576,35.417055,-2.977480,691.961181,0.017058,0.077443,0
0.195000,28.921382,32.828542,-3.907160,826.390346,0.077443,0.149559,0
0.200000,24.882790,30.068583,-5.185793,1004.679442,0.149559,0.237234,0
0.205000,20.415188,26.333086,-5.917898,1070.273284,0.237234,0.330633,0
0.210000,15.627057,22.380135,-6.753078,1202.932803,0.330633,0.435608,0
0.215000,10.639907,18.103763,-7.463856,1257.206688,0.435608,0.545320,0
0.220000,5.583662,12.642152,-7.058490,1231.659953,0.545320,0.652803,0
0.225000,0.591705,8.945382,-8.353676,1454.344639,0.652803,0.779718,0
0.230000,-4.204230,4.720137,-8.924367,1635.298633,0.779718,0.922425,0
0.235000,-8.679106,-0.520856,-8.158249,1699.931739,0.922425,1.070772,0
0.240000,-12.719348,-4.720137,-7.999211,1796.624521,1.070772,1.227557,0
0.245000,-16.227160,-9.462322,-6.764838,1607.702284,1.227557,1.367856,0
0.250000,-19.124187,-13.270644,-5.853543,1386.295602,1.367856,1.488833,0
0.255000,-21.354387,-16.090816,-5.263571,1197.634097,1.488833,1.593346,0
0.260000,-22.885995,-18.267906,-4.618089,935.020007,1.593346,1.674942,0
0.265000,-23.712499,-20.618188,-3.094311,426.144482,1.674942,1.712130,0
0.270000,-23.852582,-20.618188,-3.234394,217.098427,1.712130,1.731076,0
0.275000,-23.349048,-21.305784,-2.043265,-220.032395,1.731076,1.711874,0
0.280000,-22.266765,-20.618188,-1.648577,-438.392781,1.711874,1.673617,0
0.285000,-20.689719,-20.119633,-0.570086,-717.229229,1.673617,1.611027,0
0.290000,-18.717305,-18.939004,0.221699,-852.111122,1.611027,1.536666,0
0.295000,-16.460004,-17.764853,1.304850,-970.694124,1.536666,1.451957,0
0.300000,-14.034625,-15.439646,1.405021,-883.977877,1.451957,1.374816,0
0.305000,-11.559327,-13.907778,2.348451,-944.792454,1.374816,1.292367,0
0.310000,-9.148608,-11.103833,1.955226,-792.193126,1.292367,1.223235,0
0.315000,-6.908477,-9.549134,2.640657,-806.721062,1.223235,1.152835,0
0.320000,-4.932024,-7.907163,2.975139,-754.377968,1.152835,1.087003,0
0.325000,-3.295541,-5.762633,2.467092,-572.041455,1.087003,1.037083,0
0.330000,-2.055396,-4.720137,2.664741,-497.782370,1.037083,0.993644,0
0.335000,-1.245749,-3.150716,1.904968,-299.757441,0.993644,0.967485,0
0.340000,-0.877232,-2.626406,1.749173,-200.117443,0.967485,0.950021,0
0.345000,-0.936644,-2.082565,1.145921,-54.344297,0.950021,0.945279,0
0.350000,-1.387653,-1.576550,0.188897,124.224625,0.945279,0.956120,0
0.355000,-2.172505,-2.101654,-0.070851,200.466998,0.956120,0.973614,0
0.360000,-3.214642,-2.626406,-0.588236,297.758779,0.973614,0.999598,0
0.365000,-4.422134,-3.150716,-1.271418,403.907157,0.999598,1.034846,0
0.370000,-5.691776,-4.197668,-1.494107,430.871457,1.034846,1.072446,0
0.375000,-6.913676,-5.762633,-1.151043,353.568393,1.072446,1.103301,0
0.380000,-7.976149,-6.282492,-1.693657,375.170390,1.103301,1.136041,0
0.385000,-8.770703,-7.386043,-1.384660,248.991672,1.136041,1.157769,0
0.390000,-9.196910,-7.907163,-1.289748,131.251055,1.157769,1.169223,0
0.395000,-9.166967,-8.426969,-0.739998,-70.254875,1.169223,1.163092,0
0.400000,-8.609740,-8.426969,-0.182771,-279.804802,1.163092,1.138675,0
0.405000,-7.474132,-7.386043,-0.088089,-416.265132,1.138675,1.102349,0
0.410000,-5.731627,-6.282492,0.550865,-617.463254,1.102349,1.048465,0
0.415000,-3.377908,-4.720137,1.342229,-806.974659,1.048465,0.978043,0
0.420000,-0.433469,-3.150716,2.717247,-1022.490696,0.978043,0.888814,0
0.425000,3.056794,0.000000,3.056794,-1036.056342,0.888814,0.798401,0
0.430000,7.025013,3.122130,3.902883,-1087.425670,0.798401,0.703505,0
0.435000,11.382724,6.282492,5.100232,-1157.996254,0.703505,0.602451,0
0.440000,16.024114,10.491477,5.532637,-1118.057128,0.602451,0.504882,0
0.445000,20.829986,14.290325,6.539661,-1143.616819,0.504882,0.405083,0
0.450000,25.672298,18.434949,7.237349,-1212.074340,0.405083,0.299309,0
0.455000,30.419071,22.858762,7.560309,-1207.203796,0.299309,0.193961,0
0.460000,34.939485,27.734191,7.205295,-1130.695411,0.193961,0.095289,0
0.465000,39.108936,31.675469,7.433468,-1117.547240,0.095289,-0.002235,0
0.470000,42.813853,36.142041,6.671812,-1013.139321,-0.002235,-0.090649,0
0.475000,45.956079,39.143986,6.812093,-1158.103180,-0.090649,-0.191712,0
0.480000,48.456635,42.797402,5.659233,-992.584061,-0.191712,-0.278331,0
0.485000,50.258704,45.364936,4.893768,-805.178463,-0.278331,-0.348596,0
0.490000,51.329730,47.585794,3.743935,-581.638198,-0.348596,-0.399354,0
0.495000,51.662526,49.059346,2.603179,-204.361704,-0.399354,-0.417188,0
