t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_raw_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible,rmse_aligned
0.000000,1.569182,nan,0.000000,0.409249,1.569182,nan,-420.928933,1.614839,1.578106,0,1.611145
0.005000,3.128689,1.569182,0.409249,1.236408,2.719441,1.159933,-562.791640,1.578106,1.528993,0,1.611145
0.010000,4.668907,3.128689,1.236408,2.471665,3.432500,1.892282,-662.198248,1.528993,1.471205,0,1.611145
0.015000,6.180340,4.668907,2.471665,4.114909,3.708675,2.197243,-704.607400,1.471205,1.409717,0,1.611145
0.020000,7.653669,6.180340,4.114909,5.792796,3.538760,2.065431,-677.902506,1.409717,1.350559,0,1.611145
0.025000,9.079810,7.653669,5.792796,7.431408,3.287013,1.860872,-618.775926,1.350559,1.296560,0,1.611145
0.030000,10.449971,9.079810,7.431408,8.305676,3.018563,1.648402,-541.347669,1.296560,1.249319,0,1.611145
0.035000,11.755705,10.449971,8.305676,9.936390,3.450029,2.144295,-560.154030,1.249319,1.200436,0,1.611145
0.040000,12.988961,11.755705,9.936390,10.823011,3.052571,1.819315,-460.814609,1.200436,1.160222,0,1.611145
0.045000,14.142136,12.988961,10.823011,12.123738,3.319124,2.165950,-469.695987,1.160222,1.119234,0,1.611145
0.050000,15.208119,14.142136,12.123738,12.932608,3.084381,2.018397,-431.811857,1.119234,1.081551,0,1.611145
0.055000,16.180340,15.208119,12.932608,14.136062,3.247731,2.275511,-465.273002,1.081551,1.040948,0,1.611145
0.060000,17.052803,16.180340,14.136062,15.037816,2.916741,2.044278,-452.382673,1.040948,1.001470,0,1.611145
0.065000,17.820130,17.052803,15.037816,16.738759,2.782315,2.014987,-454.102771,1.001470,0.961842,0,1.611145
0.070000,18.477591,17.820130,16.738759,17.650124,1.738832,1.081372,-303.690518,0.961842,0.935340,0,1.611145
0.075000,19.021130,18.477591,17.650124,18.043412,1.371006,0.827466,-238.151012,0.935340,0.914558,0,1.611145
0.080000,19.447398,19.021130,18.043412,18.566060,1.403986,0.977718,-229.844787,0.914558,0.894500,0,1.611145
0.085000,19.753767,19.447398,18.566060,19.348472,1.187707,0.881338,-184.543573,0.894500,0.878396,0,1.611145
0.090000,19.938347,19.753767,19.348472,19.348472,0.589875,0.405295,-83.765418,0.878396,0.871086,0,1.611145
0.095000,20.000000,19.938347,19.348472,19.348472,0.651528,0.589875,-79.564209,0.871086,0.864142,0,1.611145
0.100000,19.938347,20.000000,19.348472,19.876872,0.589875,0.651528,-57.477660,0.864142,0.859127,0,1.611145
0.105000,19.753767,19.938347,19.876872,19.348472,-0.123105,0.061474,59.396621,0.859127,0.864310,0,1.611145
0.110000,19.447398,19.753767,19.348472,19.348472,0.098927,0.405295,40.178106,0.864310,0.867816,0,1.611145
0.115000,19.021130,19.447398,19.348472,19.348472,-0.327341,0.098927,115.060790,0.867816,0.877857,0,1.611145
0.120000,18.477591,19.021130,19.348472,18.566060,-0.870881,-0.327341,206.633175,0.877857,0.895889,0,1.611145
0.125000,17.820130,18.477591,18.566060,18.434949,-0.745930,-0.088470,197.013676,0.895889,0.913082,0,1.611145
0.130000,17.052803,17.820130,18.434949,17.650124,-1.382146,-0.614818,295.320013,0.913082,0.938853,0,1.611145
0.135000,16.180340,17.052803,17.650124,16.738759,-1.469784,-0.597321,301.175413,0.938853,0.965136,0,1.611145
0.140000,15.208119,16.180340,16.738759,15.945396,-1.530639,-0.558419,299.340460,0.965136,0.991258,0,1.611145
0.145000,14.142136,15.208119,15.945396,15.435862,-1.803260,-0.737277,322.958888,0.991258,1.019442,0,1.611145
0.150000,12.988961,14.142136,15.435862,14.534455,-2.446901,-1.293726,390.448733,1.019442,1.053515,0,1.611145
0.155000,11.755705,12.988961,14.534455,13.834853,-2.778750,-1.545494,417.050709,1.053515,1.089909,0,1.611145
0.160000,10.449971,11.755705,13.834853,12.840679,-3.384882,-2.079148,497.782884,1.089909,1.133349,0,1.611145
0.165000,9.079810,10.449971,12.840679,11.228892,-3.760869,-2.390708,594.999892,1.133349,1.185273,0,1.611145
0.170000,7.653669,9.079810,11.228892,9.122896,-3.575223,-2.149082,655.325463,1.185273,1.242461,0,1.611145
0.175000,6.180340,7.653669,9.122896,7.431408,-2.942556,-1.469228,604.963948,1.242461,1.295254,0,1.611145
0.180000,4.668907,6.180340,7.431408,6.613460,-2.762501,-1.251068,580.024231,1.295254,1.345870,0,1.611145
0.185000,3.128689,4.668907,6.613460,4.969741,-3.484771,-1.944553,681.334119,1.345870,1.405328,0,1.611145
0.190000,1.569182,3.128689,4.969741,3.293965,-3.400559,-1.841051,666.744774,1.405328,1.463512,0,1.611145
0.195000,-0.000000,1.569182,3.293965,1.648345,-3.293965,-1.724783,658.990489,1.463512,1.521020,0,1.611145
0.200000,-1.569182,-0.000000,1.648345,0.412193,-3.217526,-1.648345,666.087028,1.521020,1.579147,0,1.611145
0.205000,-3.128689,-1.569182,0.412193,-1.236408,-3.540882,-1.981375,745.158345,1.579147,1.644175,0,1.611145
0.210000,-4.668907,-3.128689,-1.236408,-2.882963,-3.432500,-1.892282,778.669425,1.644175,1.712126,0,1.611145
0.215000,-6.180340,-4.668907,-2.882963,-4.114909,-3.297376,-1.785944,813.775283,1.712126,1.783142,0,1.611145
0.220000,-7.653669,-6.180340,-4.114909,-6.159163,-3.538760,-2.065431,905.008301,1.783142,1.862119,0,1.611145
