t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,nan,0.000000,nan,-268.497763,0.932235,0.908805,0
0.005000,1.413194,0.520856,0.892337,-372.370406,0.908805,0.876309,0
0.010000,2.823249,1.562225,1.261024,-403.857959,0.876309,0.841066,0
0.015000,4.227037,2.602562,1.624475,-432.026208,0.841066,0.803364,0
0.020000,5.621439,3.641185,1.980254,-457.172667,0.803364,0.763469,0
0.025000,7.003361,5.762633,1.240728,-354.842275,0.763469,0.732503,0
0.030000,8.369733,6.282492,2.087241,-438.497042,0.732503,0.694237,0
0.035000,9.717523,7.835525,1.881997,-400.189732,0.694237,0.659314,0
0.040000,11.043737,8.945382,2.098355,-409.532770,0.659314,0.623575,0
0.045000,12.345431,10.491477,1.853954,-368.773437,0.623575,0.591393,0
0.050000,13.619715,11.618524,2.001191,-370.928894,0.591393,0.559024,0
0.055000,14.863760,13.150949,1.712811,-328.909231,0.559024,0.530321,0
0.060000,16.074804,13.781597,2.293207,-377.325207,0.530321,0.497393,0
0.065000,17.250158,15.945396,1.304762,-269.911663,0.497393,0.473839,0
0.070000,18.387212,16.448608,1.938603,-327.158349,0.473839,0.445289,0
0.075000,19.483441,17.447188,2.036253,-332.550420,0.445289,0.416269,0
0.080000,20.536413,19.093492,1.442921,-269.823347,0.416269,0.392722,0
0.085000,21.543789,19.759471,1.784318,-299.995793,0.392722,0.366542,0
0.090000,22.503332,21.223657,1.279676,-243.764409,0.366542,0.345270,0
0.095000,23.412912,21.898193,1.514719,-260.731561,0.345270,0.322517,0
0.100000,24.270510,22.858762,1.411748,-242.162095,0.322517,0.301384,0
0.105000,25.074221,24.015102,1.059119,-197.981898,0.301384,0.284107,0
0.110000,25.822261,24.227745,1.594515,-242.783847,0.284107,0.262920,0
0.115000,26.512969,25.395912,1.117057,-186.673285,0.262920,0.246630,0
0.120000,27.144812,26.333086,0.811726,-148.631224,0.246630,0.233659,0
0.125000,27.716386,27.030860,0.685526,-128.614922,0.233659,0.222436,0
0.130000,28.226423,27.030860,1.195563,-171.640666,0.222436,0.207457,0
0.135000,28.673790,27.734191,0.939600,-139.029554,0.207457,0.195324,0
0.140000,29.057495,28.194979,0.862516,-123.922984,0.195324,0.184510,0
0.145000,29.376684,28.902357,0.474327,-77.359734,0.184510,0.177759,0
0.150000,29.630650,29.357754,0.272897,-49.030719,0.177759,0.173481,0
0.155000,29.818829,28.902357,0.916472,-105.548673,0.173481,0.164270,0
0.160000,29.940802,29.614812,0.325990,-37.802327,0.164270,0.160971,0
0.165000,29.996299,29.614812,0.381487,-34.986205,0.160971,0.157918,0
0.170000,29.985197,30.068583,-0.083386,20.494652,0.157918,0.159706,0
0.175000,29.907520,29.614812,0.292708,-9.127416,0.159706,0.158910,0
0.180000,29.763441,29.614812,0.148629,13.838138,0.158910,0.160117,0
0.185000,29.553280,29.614812,-0.061532,43.400241,0.160117,0.163905,0
0.190000,29.277503,29.614812,-0.337309,79.405657,0.163905,0.170834,0
0.195000,28.936723,28.902357,0.034366,49.797227,0.170834,0.175180,0
0.200000,28.531695,28.902357,-0.370662,98.386748,0.175180,0.183766,0
0.205000,28.063321,28.902357,-0.839036,152.721818,0.183766,0.197093,0
0.210000,27.532639,28.194979,-0.662340,141.701024,0.197093,0.209459,0
0.215000,26.940827,27.734191,-0.793363,161.320915,0.209459,0.223537,0
0.220000,26.289200,27.492837,-1.203637,208.369537,0.223537,0.241720,0
0.225000,25.579205,26.565051,-0.985846,193.289604,0.241720,0.258588,0
0.230000,24.812417,25.866357,-1.053940,207.054205,0.258588,0.276657,0
0.235000,23.990540,24.702430,-0.711890,180.649469,0.276657,0.292422,0
0.240000,23.115397,24.227745,-1.112348,228.147403,0.292422,0.312331,0
0.245000,22.188933,23.540039,-1.351106,260.172608,0.312331,0.335036,0
0.250000,21.213203,22.380135,-1.166932,249.326676,0.335036,0.356793,0
0.255000,20.190375,21.705437,-1.515061,290.919097,0.356793,0.382181,0
0.260000,19.122720,20.556045,-1.433326,287.269798,0.382181,0.407250,0
0.265000,18.012607,19.093492,-1.080885,254.875000,0.407250,0.429492,0
0.270000,16.862501,18.434949,-1.572447,306.812689,0.429492,0.456266,0
0.275000,15.674957,17.447188,-1.772231,329.014419,0.456266,0.484978,0
0.280000,14.452610,16.301708,-1.849098,340.224472,0.484978,0.514669,0
0.285000,13.198175,15.300846,-2.102670,371.451191,0.514669,0.547084,0
0.290000,11.914437,13.657643,-1.743206,344.130677,0.547084,0.577115,0
0.295000,10.604245,12.642152,-2.037907,384.453799,0.577115,0.610665,0
0.300000,9.270510,11.003541,-1.733031,364.994093,0.610665,0.642517,0
0.305000,7.916191,9.977713,-2.061521,411.869366,0.642517,0.678459,0
0.310000,6.544297,8.350753,-1.806455,397.470199,0.678459,0.713145,0
0.315000,5.157873,7.319019,-2.161146,449.347695,0.713145,0.752358,0
0.320000,3.759997,5.762633,-2.002636,446.004873,0.752358,0.791279,0
0.325000,2.353773,4.720137,-2.366364,503.468178,0.791279,0.835215,0
0.330000,0.942323,3.122130,-2.179808,500.407051,0.835215,0.878884,0
0.335000,-0.471220,1.562225,-2.033444,502.342142,0.878884,0.922721,0
0.340000,-1.883716,0.000000,-1.883716,503.630417,0.922721,0.966671,0
0.345000,-3.292029,-1.041627,-2.250403,571.160205,0.966671,1.016514,0
0.350000,-4.693034,-3.150716,-1.542318,498.237452,1.016514,1.059994,0
0.355000,-6.083619,-4.197668,-1.885951,559.817426,1.059994,1.108847,0
0.360000,-7.460697,-5.762633,-1.698064,547.617034,1.108847,1.156636,0
0.365000,-8.821210,-6.801315,-2.019895,602.716259,1.156636,1.209233,0
0.370000,-10.162138,-8.426969,-1.735169,569.408737,1.209233,1.258923,0
0.375000,-11.480503,-9.549134,-1.931369,602.106948,1.258923,1.311467,0
0.380000,-12.773379,-11.103833,-1.669545,568.390277,1.311467,1.361068,0
0.385000,-14.037894,-12.757532,-1.280362,515.755143,1.361068,1.406076,0
0.390000,-15.271242,-13.781597,-1.489645,553.400082,1.406076,1.454369,0
0.395000,-16.470685,-14.931417,-1.539267,572.057007,1.454369,1.504291,0
0.400000,-17.633558,-16.090816,-1.542741,587.934734,1.504291,1.555598,0
0.405000,-18.757280,-17.102729,-1.654551,624.233420,1.555598,1.610072,0
0.410000,-19.839356,-18.267906,-1.571450,630.120403,1.610072,1.665061,0
0.415000,-20.877384,-19.440035,-1.437349,622.111960,1.665061,1.719350,0
0.420000,-21.869059,-20.618188,-1.250871,595.835309,1.719350,1.771347,0
0.425000,-22.812179,-21.801409,-1.010769,549.890265,1.771347,1.819334,0
0.430000,-23.704650,-22.988717,-0.715934,485.688717,1.819334,1.861718,0
0.435000,-24.544492,-23.477400,-1.067092,531.087287,1.861718,1.908064,0
0.440000,-25.329838,-24.179107,-1.150731,527.855300,1.908064,1.954128,0
0.445000,-26.058945,-24.663815,-1.395131,552.736100,1.954128,2.002364,0
0.450000,-26.730196,-25.621996,-1.108200,480.160490,2.002364,2.044266,0
0.455000,-27.342098,-25.851863,-1.490236,527.151613,2.044266,2.090268,0
0.460000,-27.893295,-26.565051,-1.328243,471.454560,2.090268,2.131410,0
0.465000,-28.382561,-27.040524,-1.342037,442.711757,2.131410,2.170044,0
0.470000,-28.808811,-27.284207,-1.524603,440.580042,2.170044,2.208492,0
0.475000,-29.171098,-28.482186,-0.688912,235.021627,2.208492,2.229002,0
0.480000,-29.468618,-28.694904,-0.773713,201.165759,2.229002,2.246557,0
0.485000,-29.700710,-28.482186,-1.218524,235.049549,2.246557,2.267069,0
0.490000,-29.866859,-28.482186,-1.384673,211.192395,2.267069,2.285499,0
0.495000,-29.966696,-28.950995,-1.015701,78.635666,2.285499,2.292361,0
