t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.190000,1.569182,3.128689,3.106027,2.202598,0.022662,644.668033,2.261477,2.317735,0
0.195000,-0.000000,1.569182,2.202598,0.000000,-0.633416,762.607112,2.317735,2.384285,0
0.200000,-1.569182,-0.000000,0.000000,-1.332220,-0.000000,638.923317,2.384285,2.440041,0
0.205000,-3.128689,-1.569182,-1.332220,-3.106027,-0.236962,659.074745,2.440041,2.497557,0
0.210000,-4.668907,-3.128689,-3.106027,-4.432668,-0.022662,602.165570,2.497557,2.550105,0
0.215000,-6.180340,-4.668907,-4.432668,-5.754565,-0.236239,625.020720,2.550105,2.604649,0
0.220000,-7.653669,-6.180340,-5.754565,-7.565321,-0.425775,650.025181,2.604649,2.661374,0
0.225000,-9.079810,-7.653669,-7.565321,-8.443191,-0.088348,586.267241,2.661374,2.712536,0
0.230000,-10.449971,-9.079810,-8.443191,-10.186630,-0.636619,670.655603,2.712536,2.771061,0
0.235000,-11.755705,-10.449971,-10.186630,-11.051457,-0.263342,585.034128,2.771061,2.822115,0
0.240000,-12.988961,-11.755705,-11.051457,-12.862751,-0.704248,631.894129,2.822115,2.877258,0
0.245000,-14.142136,-12.988961,-12.862751,-13.717346,-0.126210,491.589885,2.877258,2.920158,0
0.250000,-15.208119,-14.142136,-13.717346,-14.676393,-0.424789,504.172554,2.920158,2.964155,0
0.255000,-16.180340,-15.208119,-14.676393,-15.524111,-0.531726,481.512381,2.964155,3.006175,0
0.260000,-17.052803,-16.180340,-15.524111,-16.488754,-0.656229,460.139594,3.006175,3.046330,0
0.265000,-17.820130,-17.052803,-16.488754,-17.459203,-0.564050,396.448236,3.046330,3.080926,0
0.270000,-18.477591,-17.820130,-17.459203,-17.878697,-0.360928,307.815307,3.080926,3.107788,0
0.275000,-19.021130,-18.477591,-17.878697,-18.853159,-0.598894,295.098660,3.107788,3.133540,0
0.280000,-19.447398,-19.021130,-18.853159,-18.853159,-0.167972,157.635262,3.133540,3.147297,0
0.285000,-19.753767,-19.447398,-18.853159,-18.853159,-0.594240,174.715762,3.147297,3.162544,0
0.290000,-19.938347,-19.753767,-18.853159,-19.269294,-0.900608,169.075161,3.162544,3.177298,0
0.295000,-20.000000,-19.938347,-19.269294,-19.269294,-0.669052,64.462366,3.177298,3.182924,0
0.300000,-19.938347,-20.000000,-19.269294,-19.269294,-0.730706,13.846048,3.182924,3.184132,0
0.305000,-19.753767,-19.938347,-19.269294,-19.269294,-0.669052,-58.573998,3.184132,3.179020,0
0.310000,-19.447398,-19.753767,-19.269294,-19.269294,-0.484472,-152.061087,3.179020,3.165750,0
0.315000,-19.021130,-19.447398,-19.269294,-19.269294,-0.178104,-265.529014,3.165750,3.142579,0
0.320000,-18.477591,-19.021130,-19.269294,-18.296218,0.248164,-397.261917,3.142579,3.107911,0
0.325000,-17.820130,-18.477591,-18.296218,-17.459203,-0.181372,-366.963707,3.107911,3.075887,0
0.330000,-17.052803,-17.820130,-17.459203,-16.909272,-0.360928,-378.058288,3.075887,3.042896,0
0.335000,-16.180340,-17.052803,-16.909272,-15.524111,-0.143531,-456.119570,3.042896,3.003092,0
0.340000,-15.208119,-16.180340,-15.524111,-15.101098,-0.656229,-396.493998,3.003092,2.968491,0
0.345000,-14.142136,-15.208119,-15.101098,-14.250033,-0.107021,-526.297869,2.968491,2.922563,0
0.350000,-12.988961,-14.142136,-14.250033,-12.961402,0.107897,-592.091764,2.922563,2.870893,0
0.355000,-11.755705,-12.988961,-12.961402,-12.002295,-0.027559,-594.686431,2.870893,2.818997,0
0.360000,-10.449971,-11.755705,-12.002295,-10.265140,0.246590,-667.582528,2.818997,2.760739,0
0.365000,-9.079810,-10.449971,-10.265140,-8.880659,-0.184831,-605.935304,2.760739,2.707862,0
0.370000,-7.653669,-9.079810,-8.880659,-7.943472,-0.199151,-607.458261,2.707862,2.654851,0
0.375000,-6.180340,-7.653669,-7.943472,-6.193905,0.289803,-687.316685,2.654851,2.594871,0
0.380000,-4.668907,-6.180340,-6.193905,-4.873896,0.013565,-628.131975,2.594871,2.540056,0
0.385000,-3.128689,-4.668907,-4.873896,-3.106027,0.204989,-656.646524,2.540056,2.482753,0
0.390000,-1.569182,-3.128689,-3.106027,-2.202598,-0.022662,-621.123375,2.482753,2.428550,0
0.395000,0.000000,-1.569182,-2.202598,0.000000,0.633416,-743.014226,2.428550,2.363710,0
0.400000,1.569182,0.000000,0.000000,1.762391,0.000000,-642.823558,2.363710,2.307613,0
0.405000,3.128689,1.569182,1.762391,2.642545,-0.193209,-605.107704,2.307613,2.254807,0
0.410000,4.668907,3.128689,2.642545,4.836583,0.486144,-704.459431,2.254807,2.193331,0
0.415000,6.180340,4.668907,4.836583,5.754565,-0.167676,-558.429496,2.193331,2.144599,0
0.420000,7.653669,6.180340,5.754565,7.070345,0.425775,-625.542701,2.144599,2.090010,0
0.425000,9.079810,7.653669,7.070345,8.443191,0.583324,-617.125503,2.090010,2.036156,0
0.430000,10.449971,9.079810,8.443191,9.827724,0.636619,-597.346229,2.036156,1.984028,0
0.435000,11.755705,10.449971,9.827724,11.222458,0.622247,-573.195827,1.984028,1.934007,0
0.440000,12.988961,11.755705,11.222458,12.528808,0.533247,-540.465049,1.934007,1.886842,0
0.445000,14.142136,12.988961,12.528808,13.495733,0.460153,-509.706928,1.886842,1.842362,0
0.450000,15.208119,14.142136,13.495733,14.902654,0.646402,-519.465444,1.842362,1.797030,0
0.455000,16.180340,15.208119,14.902654,15.762148,0.305465,-429.998677,1.797030,1.759506,0
0.460000,17.052803,16.180340,15.762148,16.741970,0.418192,-410.601255,1.759506,1.723674,0
0.465000,17.820130,17.052803,16.741970,16.871432,0.310833,-344.891229,1.723674,1.693577,0
0.470000,18.477591,17.820130,16.871432,18.152706,0.948698,-407.789820,1.693577,1.657990,0
0.475000,19.021130,18.477591,18.152706,18.718589,0.324885,-240.146126,1.657990,1.637033,0
0.480000,19.447398,19.021130,18.718589,18.718589,0.302541,-178.839200,1.637033,1.621427,0
0.485000,19.753767,19.447398,18.718589,19.563784,0.728809,-197.658534,1.621427,1.604178,0
0.490000,19.938347,19.753767,19.563784,19.714295,0.189983,-42.037057,1.604178,1.600509,0
0.495000,20.000000,19.938347,19.714295,nan,0.224052,10.219965,1.600509,1.601401,0
