t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,nan,0.000000,nan,-1361.770161,0.932235,0.813398,0
0.005000,9.464796,3.150716,6.314080,-1151.024893,0.813398,0.712953,0
0.010000,11.960788,6.801315,5.159473,-922.169106,0.712953,0.632478,0
0.015000,14.337846,9.977713,4.360133,-766.260451,0.632478,0.565609,0
0.020000,16.579963,12.642152,3.937811,-667.352310,0.565609,0.507372,0
0.025000,18.672689,14.796762,3.875926,-621.897474,0.507372,0.453101,0
0.030000,20.603277,16.798372,3.804905,-591.406588,0.453101,0.401491,0
0.035000,22.360818,19.093492,3.267326,-521.987042,0.401491,0.355939,0
0.040000,23.936346,21.223657,2.712689,-445.100054,0.355939,0.317097,0
0.045000,25.322923,22.858762,2.464161,-392.262155,0.317097,0.282866,0
0.050000,26.515699,24.227745,2.287954,-345.427299,0.282866,0.252721,0
0.055000,27.511949,25.866357,1.645592,-255.182081,0.252721,0.230452,0
0.060000,28.311082,27.030860,1.280222,-195.181594,0.230452,0.213420,0
0.065000,28.914625,27.030860,1.883765,-232.291488,0.213420,0.193148,0
0.070000,29.326187,28.194979,1.131208,-135.688710,0.193148,0.181307,0
0.075000,29.551388,28.902357,0.649031,-65.706722,0.181307,0.175573,0
0.080000,29.597778,28.902357,0.695421,-49.476464,0.175573,0.171256,0
0.085000,29.474719,28.902357,0.572362,-17.503562,0.171256,0.169728,0
0.090000,29.193259,28.902357,0.290902,28.876218,0.169728,0.172248,0
0.095000,28.765975,29.357754,-0.591779,133.906609,0.172248,0.183934,0
0.100000,28.206804,28.902357,-0.695553,157.683321,0.183934,0.197694,0
0.105000,27.530863,28.194979,-0.664116,165.482878,0.197694,0.212135,0
0.110000,26.754244,27.492837,-0.738593,181.674465,0.212135,0.227989,0
0.115000,25.893805,27.030860,-1.137056,227.912507,0.227989,0.247878,0
0.120000,24.966956,25.866357,-0.899401,209.586247,0.247878,0.266168,0
0.125000,23.991432,25.173525,-1.182093,241.552169,0.266168,0.287248,0
0.130000,22.985066,24.227745,-1.242679,250.465631,0.287248,0.309105,0
0.135000,21.965565,23.061520,-1.095955,236.930815,0.309105,0.329781,0
0.140000,20.950280,22.380135,-1.429855,269.160392,0.329781,0.353270,0
0.145000,19.955991,21.223657,-1.267666,248.559900,0.353270,0.374961,0
0.150000,18.998695,20.738709,-1.740014,289.047567,0.374961,0.400185,0
0.155000,18.093405,19.759471,-1.666066,271.332764,0.400185,0.423863,0
0.160000,17.253959,17.942447,-0.688488,161.428837,0.423863,0.437950,0
0.165000,16.492853,17.942447,-1.449594,225.341749,0.437950,0.457615,0
0.170000,15.821079,16.798372,-0.977293,165.044839,0.457615,0.472018,0
0.175000,15.247994,16.301708,-1.053714,159.124884,0.472018,0.485904,0
0.180000,14.781202,16.301708,-1.520506,191.625666,0.485904,0.502627,0
0.185000,14.426461,15.300846,-0.874384,113.244835,0.502627,0.512509,0
0.190000,14.187615,14.796762,-0.609147,72.335624,0.512509,0.518822,0
0.195000,14.066545,14.796762,-0.730217,69.932246,0.518822,0.524925,0
