t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,nan,35.417055,nan,-57.418689,0.024645,0.019634,0
0.005000,35.784591,35.417055,0.367536,-136.616370,0.019634,0.007712,0
0.010000,36.564345,36.142041,0.422303,-142.676167,0.007712,-0.004738,0
0.015000,37.334454,36.450923,0.883530,-191.219415,-0.004738,-0.021425,0
0.020000,38.090170,36.869898,1.220272,-230.027597,-0.021425,-0.041499,0
0.025000,38.826834,37.600405,1.226429,-236.931706,-0.041499,-0.062175,0
0.030000,39.539905,38.418055,1.121850,-231.934337,-0.062175,-0.082415,0
0.035000,40.224986,39.068473,1.156513,-241.404294,-0.082415,-0.103482,0
0.040000,40.877853,39.871809,1.006044,-226.724830,-0.103482,-0.123267,0
0.045000,41.494480,40.601295,0.893186,-212.083693,-0.123267,-0.141775,0
0.050000,42.071068,41.332212,0.738856,-188.174719,-0.141775,-0.158197,0
0.055000,42.604060,41.676880,0.927180,-204.658965,-0.158197,-0.176056,0
0.060000,43.090170,42.414206,0.675964,-163.418846,-0.176056,-0.190317,0
0.065000,43.526402,42.797402,0.729000,-159.762228,-0.190317,-0.204259,0
0.070000,43.910065,43.152390,0.757676,-152.511160,-0.204259,-0.217568,0
0.075000,44.238795,43.891188,0.347607,-89.546705,-0.217568,-0.225383,0
0.080000,44.510565,43.891188,0.619377,-112.962765,-0.225383,-0.235241,0
0.085000,44.723699,44.630355,0.093344,-35.105797,-0.235241,-0.238304,0
0.090000,44.876883,44.630355,0.246528,-43.146363,-0.238304,-0.242069,0
0.095000,44.969173,44.630355,0.338818,-43.377076,-0.242069,-0.245855,0
0.100000,45.000000,44.630355,0.369645,-35.744775,-0.245855,-0.248974,0
0.105000,44.969173,44.635064,0.334110,-19.640520,-0.248974,-0.250688,0
0.110000,44.876883,45.000000,-0.123117,50.297344,-0.250688,-0.246299,0
0.115000,44.723699,44.630355,0.093344,33.630699,-0.246299,-0.243364,0
0.120000,44.510565,44.630355,-0.119790,71.516064,-0.243364,-0.237123,0
0.125000,44.238795,44.630355,-0.391560,116.187759,-0.237123,-0.226984,0
0.130000,43.910065,43.891188,0.018877,73.792847,-0.226984,-0.220544,0
0.135000,43.526402,43.891188,-0.364786,131.907086,-0.220544,-0.209033,0
0.140000,43.090170,43.152390,-0.062220,102.740795,-0.209033,-0.200067,0
0.145000,42.604060,43.531199,-0.927140,221.275343,-0.200067,-0.180757,0
0.150000,42.071068,42.797402,-0.726334,204.477772,-0.180757,-0.162913,0
0.155000,41.494480,42.064327,-0.569846,191.671841,-0.162913,-0.146187,0
0.160000,40.877853,41.719119,-0.841267,230.976672,-0.146187,-0.126030,0
0.165000,40.224986,40.601295,-0.376309,173.786890,-0.126030,-0.110864,0
0.170000,39.539905,39.871809,-0.331904,168.465322,-0.110864,-0.096163,0
0.175000,38.826834,39.805571,-0.978737,244.937538,-0.096163,-0.074788,0
0.180000,38.090170,39.472460,-1.382290,283.261974,-0.074788,-0.050069,0
0.185000,37.334454,38.333340,-0.998886,226.487123,-0.050069,-0.030304,0
0.190000,36.564345,37.600405,-1.036061,221.535520,-0.030304,-0.010972,0
0.195000,35.784591,36.450923,-0.666332,175.044040,-0.010972,0.004304,0
0.200000,35.000000,36.142041,-1.142041,219.586124,0.004304,0.023466,0
0.205000,34.215409,35.417055,-1.201646,220.602979,0.023466,0.042718,0
0.210000,33.435655,34.267335,-0.831680,180.021372,0.042718,0.058427,0
0.215000,32.665546,33.546109,-0.880562,182.729596,0.058427,0.074374,0
0.220000,31.909830,33.546109,-1.636279,256.694586,0.074374,0.096774,0
0.225000,31.173166,32.391393,-1.218228,212.890415,0.096774,0.115353,0
0.230000,30.460095,31.504267,-1.044172,192.431711,0.115353,0.132145,0
0.235000,29.775014,31.231910,-1.456895,230.322993,0.132145,0.152245,0
0.240000,29.122147,30.068583,-0.946435,173.180135,0.152245,0.167358,0
0.245000,28.505520,29.614812,-1.109292,183.546907,0.167358,0.183375,0
0.250000,27.928932,28.902357,-0.973425,163.091100,0.183375,0.197608,0
0.255000,27.395940,28.651828,-1.255888,184.315707,0.197608,0.213692,0
0.260000,26.909830,27.734191,-0.824360,134.146190,0.213692,0.225399,0
0.265000,26.473598,27.030860,-0.557262,100.750260,0.225399,0.234191,0
0.270000,26.089935,26.565051,-0.475116,85.679120,0.234191,0.241668,0
0.275000,25.761205,26.796081,-1.034877,133.928938,0.241668,0.253355,0
0.280000,25.489435,26.333086,-0.843651,107.849577,0.253355,0.262767,0
0.285000,25.276301,25.866357,-0.590056,75.480277,0.262767,0.269354,0
0.290000,25.123117,25.173525,-0.050408,14.535347,0.269354,0.270622,0
0.295000,25.030827,25.173525,-0.142698,16.100572,0.270622,0.272027,0
0.300000,25.000000,25.173525,-0.173525,11.552983,0.272027,0.273035,0
0.305000,25.030827,25.173525,-0.142698,0.914519,0.273035,0.273115,0
0.310000,25.123117,25.173525,-0.050408,-15.745513,0.273115,0.271741,0
0.315000,25.276301,25.173525,0.102776,-38.302731,0.271741,0.268399,0
0.320000,25.489435,25.173525,0.315910,-66.575733,0.268399,0.262589,0
0.325000,25.761205,25.866357,-0.105152,-31.722334,0.262589,0.259820,0
0.330000,26.089935,25.866357,0.223578,-70.926593,0.259820,0.253631,0
0.335000,26.473598,26.333086,0.140513,-69.009711,0.253631,0.247609,0
0.340000,26.909830,26.333086,0.576744,-118.126915,0.247609,0.237300,0
0.345000,27.395940,27.030860,0.365080,-102.867078,0.237300,0.228323,0
0.350000,27.928932,27.030860,0.898072,-160.991628,0.228323,0.214274,0
0.355000,28.505520,27.734191,0.771329,-153.834142,0.214274,0.200850,0
0.360000,29.122147,28.194979,0.927168,-174.569821,0.200850,0.185616,0
0.365000,29.775014,28.902357,0.872657,-174.253848,0.185616,0.170409,0
0.370000,30.460095,29.357754,1.102341,-202.046063,0.170409,0.152777,0
0.375000,31.173166,30.068583,1.104583,-206.417773,0.152777,0.134764,0
0.380000,31.909830,31.231910,0.677921,-166.012021,0.134764,0.120277,0
0.385000,32.665546,31.504267,1.161280,-216.711697,0.120277,0.101365,0
0.390000,33.435655,32.114831,1.320825,-233.109678,0.101365,0.081022,0
0.395000,34.215409,32.828542,1.386867,-238.826134,0.081022,0.060181,0
0.400000,35.000000,33.546109,1.453891,-244.383035,0.060181,0.038854,0
0.405000,35.784591,34.695154,1.089437,-207.518323,0.038854,0.020745,0
0.410000,36.564345,35.417055,1.147289,-214.168752,0.020745,0.002055,0
0.415000,37.334454,36.142041,1.192412,-221.153492,0.002055,-0.017244,0
0.420000,38.090170,36.869898,1.220272,-228.240279,-0.017244,-0.037162,0
0.425000,38.826834,37.600405,1.226429,-234.688099,-0.037162,-0.057642,0
0.430000,39.539905,38.333340,1.206565,-239.091285,-0.057642,-0.078507,0
0.435000,40.224986,39.068473,1.156513,-239.365472,-0.078507,-0.099395,0
0.440000,40.877853,39.871809,1.006044,-225.043606,-0.099395,-0.119034,0
0.445000,41.494480,40.601295,0.893186,-210.896970,-0.119034,-0.137438,0
0.450000,42.071068,40.940654,1.130414,-236.885573,-0.137438,-0.158111,0
0.455000,42.604060,41.676880,0.927180,-204.653889,-0.158111,-0.175970,0
0.460000,43.090170,42.414206,0.675964,-163.419681,-0.175970,-0.190231,0
0.465000,43.526402,42.797402,0.729000,-159.764877,-0.190231,-0.204173,0
0.470000,43.910065,43.152390,0.757676,-152.513455,-0.204173,-0.217483,0
0.475000,44.238795,43.891188,0.347607,-89.546998,-0.217483,-0.225297,0
0.480000,44.510565,43.891188,0.619377,-112.961827,-0.225297,-0.235155,0
0.485000,44.723699,44.630355,0.093344,-35.104831,-0.235155,-0.238218,0
0.490000,44.876883,44.630355,0.246528,-43.145242,-0.238218,-0.241983,0
0.495000,44.969173,44.630355,0.338818,-43.376068,-0.241983,-0.245769,0
