t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_raw_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible,rmse_aligned
0.370000,-18.477591,-17.214841,-14.534455,-15.832387,-3.943136,-2.680385,985.910680,2.361768,2.447805,0,2.777997
0.375000,-19.371663,-18.477591,-15.832387,-16.738759,-3.539277,-2.645204,701.527876,2.447805,2.509024,0,2.777997
0.380000,-19.879219,-19.371663,-16.738759,-17.132996,-3.140461,-2.632905,411.309349,2.509024,2.544918,0,2.777997
0.385000,-19.990131,-19.879219,-17.132996,-17.132996,-2.857135,-2.746223,174.203892,2.544918,2.560120,0,2.777997
0.390000,-19.702187,-19.990131,-17.132996,-17.012547,-2.569190,-2.857135,-20.645869,2.560120,2.558318,0,2.777997
0.395000,-19.021130,-19.702187,-17.012547,-17.132996,-2.008584,-2.689640,-218.402188,2.558318,2.539259,0,2.777997
0.400000,-17.960552,-19.021130,-17.132996,-16.738759,-0.827555,-1.888134,-475.214573,2.539259,2.497789,0,2.777997
0.405000,-16.541611,-17.960552,-16.738759,-15.832387,0.197147,-1.221793,-658.501038,2.497789,2.440324,0,2.777997
0.410000,-14.792622,-16.541611,-15.832387,-14.931417,1.039765,-0.709225,-811.314559,2.440324,2.369523,0,2.777997
0.415000,-12.748480,-14.792622,-14.931417,-14.136062,2.182937,0.138795,-1010.013608,2.369523,2.281383,0,2.777997
0.420000,-10.449971,-12.748480,-14.136062,-12.037202,3.686091,1.387582,-1238.783889,2.281383,2.173279,0,2.777997
0.425000,-7.942958,-10.449971,-12.037202,-10.745857,4.094245,1.587231,-1225.765282,2.173279,2.066311,0,2.777997
0.430000,-5.277461,-7.942958,-10.745857,-8.652542,5.468396,2.802899,-1365.696345,2.066311,1.947131,0,2.777997
0.435000,-2.506665,-5.277461,-8.652542,-6.159163,6.145877,3.375081,-1346.065421,1.947131,1.829665,0,2.777997
0.440000,0.314146,-2.506665,-6.159163,-3.293965,6.473309,3.652498,-1314.049852,1.829665,1.714992,0,2.777997
0.445000,3.128689,0.314146,-3.293965,-0.824343,6.422654,3.608111,-1244.372505,1.714992,1.606400,0,2.777997
0.450000,5.880807,3.128689,-0.824343,2.060111,6.705149,3.953032,-1253.201054,1.606400,1.497038,0,2.777997
0.455000,8.515586,5.880807,2.060111,4.524768,6.455475,3.820695,-1207.852663,1.497038,1.391633,0,2.777997
0.460000,10.980456,8.515586,4.524768,7.895765,6.455688,3.990817,-1147.870189,1.391633,1.291462,0,2.777997
0.465000,13.226237,10.980456,7.895765,9.530128,5.330472,3.084691,-855.098221,1.291462,1.216841,0,2.777997
0.470000,15.208119,13.226237,9.530128,11.633634,5.677991,3.696109,-819.217400,1.216841,1.145351,0,2.777997
0.475000,16.886559,15.208119,11.633634,13.335106,5.252925,3.574485,-712.046199,1.145351,1.083213,0,2.777997
0.480000,18.228066,16.886559,13.335106,14.638279,4.892959,3.551452,-682.442002,1.083213,1.023658,0,2.777997
0.485000,19.205874,18.228066,14.638279,16.342883,4.567595,3.589787,-670.580737,1.023658,0.965139,0,2.777997
0.490000,19.800473,19.205874,16.342883,17.650124,3.457591,2.862991,-497.323740,0.965139,0.921740,0,2.777997
0.495000,20.000000,19.800473,17.650124,nan,2.349876,2.150349,-294.196855,0.921740,0.896066,0,2.777997
