t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.300000,8.230287,6.180340,5.381547,8.305676,0.798793,-929.289485,1.351374,1.270278,0
0.305000,10.180828,8.230287,8.305676,9.936390,-0.075389,-711.281948,1.270278,1.208207,0
0.310000,12.008405,10.180828,9.936390,11.228892,0.244438,-661.864556,1.208207,1.150448,0
0.315000,13.690942,12.008405,11.228892,13.025841,0.779513,-642.745717,1.150448,1.094358,0
0.320000,15.208119,13.690942,13.025841,14.136062,0.665101,-548.642286,1.094358,1.046480,0
0.325000,16.541611,15.208119,14.136062,15.832387,1.072058,-566.803179,1.046480,0.997017,0
0.330000,17.675313,16.541611,15.832387,16.738759,0.709225,-456.992211,0.997017,0.957137,0
0.335000,18.595530,17.675313,16.738759,17.650124,0.936554,-421.244953,0.957137,0.920377,0
0.340000,19.291148,18.595530,17.650124,18.958183,0.945405,-332.224741,0.920377,0.891384,0
0.345000,19.753767,19.291148,18.958183,18.958183,0.332965,-129.546325,0.891384,0.880079,0
0.350000,19.977797,19.753767,18.958183,19.348472,0.795583,-111.853184,0.880079,0.870318,0
0.355000,19.960535,19.977797,19.348472,19.348472,0.629326,13.757833,0.870318,0.871519,0
0.360000,19.702187,19.960535,19.348472,18.958183,0.612063,112.463829,0.871519,0.881333,0
0.365000,19.205874,19.702187,18.958183,18.958183,0.744003,183.527679,0.881333,0.897349,0
0.370000,18.477591,19.205874,18.958183,18.043412,0.247690,359.767071,0.897349,0.928745,0
0.375000,17.526134,18.477591,18.043412,16.738759,0.434179,410.032538,0.928745,0.964527,0
0.380000,16.362994,17.526134,16.738759,15.945396,0.787375,412.426545,0.964527,1.000518,0
0.385000,15.002221,16.362994,15.945396,15.037816,0.417598,513.137082,1.000518,1.045297,0
0.390000,13.460250,15.002221,15.037816,13.834853,-0.035595,597.142683,1.045297,1.097408,0
0.395000,11.755705,13.460250,13.834853,12.037202,-0.374603,666.414921,1.097408,1.155564,0
0.400000,9.909173,11.755705,12.037202,10.007980,-0.281497,718.809051,1.155564,1.218292,0
0.405000,7.942958,9.909173,10.007980,8.305676,-0.098806,800.345333,1.218292,1.288135,0
0.410000,5.880807,7.942958,8.305676,6.203448,-0.362718,933.982695,1.288135,1.369640,0
0.415000,3.747626,5.880807,6.203448,3.704627,-0.322641,950.164120,1.369640,1.452558,0
0.420000,1.569182,3.747626,3.704627,1.648345,0.042999,880.793856,1.452558,1.529421,0
0.425000,-0.628215,1.569182,1.648345,0.000000,-0.079163,901.125784,1.529421,1.608060,0
0.430000,-2.818025,-0.628215,0.000000,-2.471665,-0.628215,1004.768298,1.608060,1.695742,0
0.435000,-4.973798,-2.818025,-2.471665,-4.114909,-0.346360,974.153863,1.695742,1.780753,0
0.440000,-7.069497,-4.973798,-4.114909,-6.159163,-0.858889,1081.604426,1.780753,1.875141,0
0.445000,-9.079810,-7.069497,-6.159163,-7.839263,-0.910334,1096.670789,1.875141,1.970843,0
0.450000,-10.980456,-9.079810,-7.839263,-9.936390,-1.240547,1131.673856,1.970843,2.069601,0
0.455000,-12.748480,-10.980456,-9.936390,-11.551007,-1.044066,1037.784891,2.069601,2.160164,0
0.460000,-14.362526,-12.748480,-11.551007,-12.840679,-1.197473,987.661785,2.160164,2.246354,0
0.465000,-15.803100,-14.362526,-12.840679,-14.534455,-1.521847,957.868937,2.246354,2.329944,0
0.470000,-17.052803,-15.803100,-14.534455,-15.037816,-1.268645,804.538036,2.329944,2.400153,0
0.475000,-18.096541,-17.052803,-15.037816,-16.227361,-2.014987,825.079327,2.400153,2.472155,0
0.480000,-18.921707,-18.096541,-16.227361,-16.738759,-1.869180,652.480866,2.472155,2.529095,0
0.485000,-19.518335,-18.921707,-16.738759,-17.132996,-2.182949,548.115789,2.529095,2.576927,0
0.490000,-19.879219,-19.518335,-17.132996,-17.525568,-2.385339,404.896312,2.576927,2.612261,0
0.495000,-20.000000,-19.879219,-17.525568,nan,-2.353651,204.311989,2.612261,2.630090,0
