t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_raw_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible,rmse_aligned
0.000000,1.569182,nan,0.000000,0.412193,1.569182,nan,-420.928933,1.614839,1.578106,0,1.603978
0.005000,3.128689,1.569182,0.412193,1.236408,2.716497,1.156989,-562.360145,1.578106,1.529031,0,1.603978
0.010000,4.668907,3.128689,1.236408,2.882963,3.432500,1.892282,-662.194952,1.529031,1.471243,0,1.603978
0.015000,6.180340,4.668907,2.882963,4.114909,3.297376,1.785944,-644.201742,1.471243,1.415026,0,1.603978
0.020000,7.653669,6.180340,4.114909,5.792796,3.538760,2.065431,-678.322102,1.415026,1.355831,0,1.603978
0.025000,9.079810,7.653669,5.792796,7.022794,3.287013,1.860872,-621.233084,1.355831,1.301618,0,1.603978
0.030000,10.449971,9.079810,7.022794,8.714733,3.427177,2.057016,-603.618284,1.301618,1.248943,0,1.603978
0.035000,11.755705,10.449971,8.714733,9.936390,3.040972,1.735238,-500.693566,1.248943,1.205249,0,1.603978
0.040000,12.988961,11.755705,9.936390,10.823011,3.052571,1.819315,-466.706489,1.205249,1.164521,0,1.603978
0.045000,14.142136,12.988961,10.823011,12.123738,3.319124,2.165950,-471.387597,1.164521,1.123385,0,1.603978
0.050000,15.208119,14.142136,12.123738,13.240520,3.084381,2.018397,-430.954585,1.123385,1.085777,0,1.603978
0.055000,16.180340,15.208119,13.240520,14.136062,2.939820,1.967599,-422.977656,1.085777,1.048865,0,1.603978
0.060000,17.052803,16.180340,14.136062,15.435862,2.916741,2.044278,-443.501650,1.048865,1.010162,0,1.603978
0.065000,17.820130,17.052803,15.435862,16.342883,2.384269,1.616941,-392.042161,1.010162,0.975950,0,1.603978
0.070000,18.477591,17.820130,16.342883,17.255111,2.134708,1.477248,-358.155571,0.975950,0.944695,0,1.603978
0.075000,19.021130,18.477591,17.255111,18.043412,1.766019,1.222480,-295.720695,0.944695,0.918889,0,1.603978
0.080000,19.447398,19.021130,18.043412,18.566060,1.403986,0.977718,-229.864953,0.918889,0.898829,0,1.603978
0.085000,19.753767,19.447398,18.566060,18.958183,1.187707,0.881338,-184.657606,0.898829,0.882715,0,1.603978
0.090000,19.938347,19.753767,18.958183,19.348472,0.980163,0.795583,-140.810092,0.882715,0.870427,0,1.603978
0.095000,20.000000,19.938347,19.348472,19.486130,0.651528,0.589875,-79.569420,0.870427,0.863483,0,1.603978
0.100000,19.938347,20.000000,19.486130,19.876872,0.452217,0.513870,-37.410788,0.863483,0.860219,0,1.603978
0.105000,19.753767,19.938347,19.876872,19.486130,-0.123105,0.061474,59.479363,0.860219,0.865409,0,1.603978
0.110000,19.447398,19.753767,19.486130,19.348472,-0.038731,0.267637,60.327665,0.865409,0.870674,0,1.603978
0.115000,19.021130,19.447398,19.348472,19.348472,-0.327341,0.098927,115.139733,0.870674,0.880721,0,1.603978
0.120000,18.477591,19.021130,19.348472,18.566060,-0.870881,-0.327341,206.541888,0.880721,0.898746,0,1.603978
0.125000,17.820130,18.477591,18.566060,18.434949,-0.745930,-0.088470,196.502784,0.898746,0.915894,0,1.603978
0.130000,17.052803,17.820130,18.434949,17.650124,-1.382146,-0.614818,294.356872,0.915894,0.941581,0,1.603978
0.135000,16.180340,17.052803,17.650124,16.738759,-1.469784,-0.597321,299.650348,0.941581,0.967731,0,1.603978
0.140000,15.208119,16.180340,16.738759,15.945396,-1.530639,-0.558419,297.649061,0.967731,0.993705,0,1.603978
0.145000,14.142136,15.208119,15.945396,15.832387,-1.803260,-0.737277,321.269055,0.993705,1.021741,0,1.603978
0.150000,12.988961,14.142136,15.832387,14.534455,-2.843426,-1.690251,439.989417,1.021741,1.060138,0,1.603978
0.155000,11.755705,12.988961,14.534455,13.335106,-2.778750,-1.545494,415.357977,1.060138,1.096385,0,1.603978
0.160000,10.449971,11.755705,13.335106,12.528808,-2.885135,-1.579401,439.488841,1.096385,1.134737,0,1.603978
0.165000,9.079810,10.449971,12.528808,11.228892,-3.448998,-2.078836,554.763646,1.134737,1.183150,0,1.603978
0.170000,7.653669,9.079810,11.228892,9.530128,-3.575223,-2.149082,651.498247,1.183150,1.240003,0,1.603978
0.175000,6.180340,7.653669,9.530128,7.485039,-3.349788,-1.876459,664.432174,1.240003,1.297986,0,1.603978
0.180000,4.668907,6.180340,7.485039,6.613460,-2.816132,-1.304699,587.256619,1.297986,1.349234,0,1.603978
0.185000,3.128689,4.668907,6.613460,4.524768,-3.484771,-1.944553,680.911593,1.349234,1.408655,0,1.603978
0.190000,1.569182,3.128689,4.524768,3.293965,-2.955587,-1.396079,601.926829,1.408655,1.461183,0,1.603978
0.195000,-0.000000,1.569182,3.293965,2.060111,-3.293965,-1.724783,657.605235,1.461183,1.518570,0,1.603978
0.200000,-1.569182,-0.000000,2.060111,0.000000,-3.629293,-2.060111,726.016353,1.518570,1.581926,0,1.603978
0.205000,-3.128689,-1.569182,0.000000,-1.636577,-3.128689,-1.569182,686.347161,1.581926,1.641822,0,1.603978
0.210000,-4.668907,-3.128689,-1.636577,-2.882963,-3.032330,-1.492112,711.286568,1.641822,1.703893,0,1.603978
0.215000,-6.180340,-4.668907,-2.882963,-4.524768,-3.297376,-1.785944,802.500803,1.703893,1.773924,0,1.603978
0.220000,-7.653669,-6.180340,-4.524768,-5.751402,-3.128900,-1.655571,827.386043,1.773924,1.846127,0,1.603978
0.225000,-9.079810,-7.653669,-5.751402,-7.378536,-3.328408,-1.902267,894.153711,1.846127,1.924157,0,1.603978
0.230000,-10.449971,-9.079810,-7.378536,-8.652542,-3.071435,-1.701274,867.536191,1.924157,1.999864,0,1.603978
0.235000,-11.755705,-10.449971,-8.652542,-10.341645,-3.103163,-1.797430,880.483675,1.999864,2.076701,0,1.603978
0.240000,-12.988961,-11.755705,-10.341645,-11.148990,-2.647316,-1.414060,808.344488,2.076701,2.147242,0,1.603978
0.245000,-14.142136,-12.988961,-11.148990,-12.840679,-2.993146,-1.839971,877.178831,2.147242,2.223790,0,1.603978
0.250000,-15.208119,-14.142136,-12.840679,-13.736268,-2.367440,-1.301457,776.636796,2.223790,2.291565,0,1.603978
0.255000,-16.180340,-15.208119,-13.736268,-14.534455,-2.444072,-1.471851,782.981024,2.291565,2.359893,0,1.603978
0.260000,-17.052803,-16.180340,-14.534455,-15.435862,-2.518348,-1.645885,788.687932,2.359893,2.428719,0,1.603978
0.265000,-17.820130,-17.052803,-15.435862,-16.227361,-2.384269,-1.616941,734.812140,2.428719,2.492843,0,1.603978
0.270000,-18.477591,-17.820130,-16.227361,-17.132996,-2.250230,-1.592769,655.456029,2.492843,2.550042,0,1.603978
0.275000,-19.021130,-18.477591,-17.132996,-17.525568,-1.888134,-1.344594,514.089459,2.550042,2.594905,0,1.603978
0.280000,-19.447398,-19.021130,-17.525568,-18.043412,-1.921830,-1.495562,447.132874,2.594905,2.633925,0,1.603978
0.285000,-19.753767,-19.447398,-18.043412,-18.043412,-1.710355,-1.403986,333.478205,2.633925,2.663026,0,1.603978
0.290000,-19.938347,-19.753767,-18.043412,-18.434949,-1.894935,-1.710355,299.580330,2.663026,2.689170,0,1.603978
0.295000,-20.000000,-19.938347,-18.434949,-18.043412,-1.565051,-1.503398,170.492618,2.689170,2.704048,0,1.603978
0.300000,-19.938347,-20.000000,-18.043412,-18.434949,-1.894935,-1.956588,171.365584,2.704048,2.719002,0,1.603978
0.305000,-19.753767,-19.938347,-18.434949,-18.958183,-1.318818,-1.503398,6.368473,2.719002,2.719558,0,1.603978
0.310000,-19.447398,-19.753767,-18.958183,-18.043412,-0.489215,-0.795583,-191.203464,2.719558,2.702872,0,1.603978
0.315000,-19.021130,-19.447398,-18.043412,-18.434949,-0.977718,-1.403986,-138.492652,2.702872,2.690787,0,1.603978
