t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_raw_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible,rmse_aligned
0.320000,-18.477591,-19.021130,-18.434949,-18.043412,-0.042642,-0.586182,-349.730701,2.690787,2.660267,0,1.603978
0.325000,-17.820130,-18.477591,-18.043412,-18.043412,0.223282,-0.434179,-408.230657,2.660267,2.624642,0,1.603978
0.330000,-17.052803,-17.820130,-18.043412,-17.650124,0.990609,0.223282,-555.932737,2.624642,2.576128,0,1.603978
0.335000,-16.180340,-17.052803,-17.650124,-17.012547,1.469784,0.597321,-631.726257,2.576128,2.520999,0,1.603978
0.340000,-15.208119,-16.180340,-17.012547,-16.227361,1.804427,0.832207,-687.688674,2.520999,2.460987,0,1.603978
0.345000,-14.142136,-15.208119,-16.227361,-15.435862,2.085225,1.019242,-735.892135,2.460987,2.396768,0,1.603978
0.350000,-12.988961,-14.142136,-15.435862,-15.037816,2.446901,1.293726,-797.631092,2.396768,2.327162,0,1.603978
0.355000,-11.755705,-12.988961,-15.037816,-13.736268,3.282111,2.048855,-938.141224,2.327162,2.245294,0,1.603978
0.360000,-10.449971,-11.755705,-13.736268,-12.037202,3.286297,1.980563,-921.326411,2.245294,2.164893,0,1.603978
0.365000,-9.079810,-10.449971,-12.037202,-11.148990,2.957392,1.587231,-846.038749,2.164893,2.091062,0,1.603978
0.370000,-7.653669,-9.079810,-11.148990,-9.530128,3.495321,2.069180,-912.448263,2.091062,2.011436,0,1.603978
0.375000,-6.180340,-7.653669,-9.530128,-8.652542,3.349788,1.876459,-838.150945,2.011436,1.938293,0,1.603978
0.380000,-4.668907,-6.180340,-8.652542,-6.566299,3.983635,2.472202,-903.215392,1.938293,1.859473,0,1.603978
0.385000,-3.128689,-4.668907,-6.566299,-5.751402,3.437609,1.897391,-764.949233,1.859473,1.792719,0,1.603978
0.390000,-1.569182,-3.128689,-5.751402,-3.704627,4.182220,2.622713,-852.928012,1.792719,1.718287,0,1.603978
0.395000,0.000000,-1.569182,-3.704627,-2.060111,3.704627,2.135446,-741.194042,1.718287,1.653605,0,1.603978
0.400000,1.569182,0.000000,-2.060111,-1.236408,3.629293,2.060111,-710.084555,1.653605,1.591639,0,1.603978
0.405000,3.128689,1.569182,-1.236408,0.824343,4.365097,2.805590,-804.060145,1.591639,1.521471,0,1.603978
0.410000,4.668907,3.128689,0.824343,2.060111,3.844564,2.304346,-724.082255,1.521471,1.458283,0,1.603978
0.415000,6.180340,4.668907,2.060111,3.704627,4.120229,2.608796,-767.328326,1.458283,1.391321,0,1.603978
0.420000,7.653669,6.180340,3.704627,5.792796,3.949041,2.475712,-735.277130,1.391321,1.327156,0,1.603978
0.425000,9.079810,7.653669,5.792796,7.431408,3.287013,1.860872,-602.637442,1.327156,1.274566,0,1.603978
0.430000,10.449971,9.079810,7.431408,9.530128,3.018563,1.648402,-524.357857,1.274566,1.228807,0,1.603978
0.435000,11.755705,10.449971,9.530128,10.341645,2.225577,0.919843,-378.057534,1.228807,1.195815,0,1.603978
0.440000,12.988961,11.755705,10.341645,10.823011,2.647316,1.414060,-411.124674,1.195815,1.159938,0,1.603978
0.445000,14.142136,12.988961,10.823011,12.123738,3.319124,2.165950,-470.196997,1.159938,1.118906,0,1.603978
0.450000,15.208119,14.142136,12.123738,13.335106,3.084381,2.018397,-431.907437,1.118906,1.081215,0,1.603978
0.455000,16.180340,15.208119,13.335106,14.237280,2.845234,1.873013,-414.435892,1.081215,1.045048,0,1.603978
0.460000,17.052803,16.180340,14.237280,15.435862,2.815523,1.943059,-433.504391,1.045048,1.007218,0,1.603978
0.465000,17.820130,17.052803,15.435862,16.342883,2.384269,1.616941,-393.716115,1.007218,0.972860,0,1.603978
0.470000,18.477591,17.820130,16.342883,17.132996,2.134708,1.477248,-358.961886,0.972860,0.941534,0,1.603978
0.475000,19.021130,18.477591,17.132996,18.043412,1.888134,1.344594,-313.747120,0.941534,0.914155,0,1.603978
0.480000,19.447398,19.021130,18.043412,18.566060,1.403986,0.977718,-229.761058,0.914155,0.894104,0,1.603978
0.485000,19.753767,19.447398,18.566060,19.348472,1.187707,0.881338,-184.532513,0.894104,0.878001,0,1.603978
0.490000,19.938347,19.753767,19.348472,19.348472,0.589875,0.405295,-83.761805,0.878001,0.870691,0,1.603978
0.495000,20.000000,19.938347,19.348472,nan,0.651528,0.589875,-79.563667,0.870691,0.863748,0,1.603978
