t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,nan,-0.520856,nan,-1750.890468,0.932235,0.779441,0
0.005000,11.431663,4.677418,6.754245,-1413.417317,0.779441,0.656097,0
0.010000,15.598436,8.945382,6.653054,-1210.215950,0.656097,0.550486,0
0.015000,19.271406,12.642152,6.629254,-1047.662436,0.550486,0.459060,0
0.020000,22.374040,16.448608,5.925432,-876.850384,0.459060,0.382541,0
0.025000,24.852193,20.071526,4.780667,-693.752062,0.382541,0.321999,0
0.030000,26.675937,22.380135,4.295802,-560.020320,0.321999,0.273128,0
0.035000,27.840385,24.702430,3.137955,-358.887964,0.273128,0.241810,0
0.040000,28.365499,26.333086,2.032413,-177.025064,0.241810,0.226361,0
0.045000,28.294862,27.030860,1.264002,-38.404031,0.226361,0.223010,0
0.050000,27.693505,27.030860,0.662645,73.282048,0.223010,0.229405,0
0.055000,26.644844,26.565051,0.079793,170.478462,0.229405,0.244282,0
0.060000,25.246888,26.333086,-1.086197,311.729405,0.244282,0.271485,0
0.065000,23.607853,24.702430,-1.094578,326.506008,0.271485,0.299978,0
0.070000,21.841379,23.540039,-1.698660,389.107454,0.299978,0.333935,0
0.075000,20.061556,22.380135,-2.318579,441.032405,0.333935,0.372422,0
0.080000,18.377944,20.738709,-2.360766,418.494991,0.372422,0.408942,0
0.085000,16.890822,19.093492,-2.202670,361.530673,0.408942,0.440492,0
0.090000,15.686849,18.103763,-2.416914,334.644912,0.440492,0.469695,0
0.095000,14.835321,16.301708,-1.466388,188.515431,0.469695,0.486146,0
0.100000,14.385180,15.945396,-1.560216,144.961343,0.486146,0.498797,0
0.105000,14.362906,15.802514,-1.439608,80.409869,0.498797,0.505814,0
0.110000,14.771371,15.300846,-0.529474,-59.885314,0.505814,0.500588,0
0.115000,15.589710,15.164461,0.425249,-198.263085,0.500588,0.483286,0
0.120000,16.774209,16.448608,0.325601,-222.441077,0.483286,0.463874,0
0.125000,18.260175,16.301708,1.958466,-408.913098,0.463874,0.428190,0
0.130000,19.964715,18.600066,1.364649,-364.404897,0.428190,0.396390,0
0.135000,21.790301,19.583994,2.206307,-450.976459,0.396390,0.357034,0
0.140000,23.628972,21.223657,2.405315,-457.177183,0.357034,0.317138,0
0.145000,25.367003,22.858762,2.508241,-433.445740,0.317138,0.279313,0
0.150000,26.889845,24.227745,2.662100,-399.488696,0.279313,0.244451,0
0.155000,28.087124,26.333086,1.754038,-252.221627,0.244451,0.222440,0
0.160000,28.857494,26.565051,2.292443,-240.681946,0.222440,0.201437,0
0.165000,29.113144,27.734191,1.378954,-76.770740,0.201437,0.194738,0
0.170000,28.783763,28.194979,0.588784,81.980508,0.194738,0.201892,0
0.175000,27.819799,27.734191,0.085608,213.615825,0.201892,0.220533,0
0.180000,26.194880,27.030860,-0.835980,383.783509,0.220533,0.254025,0
0.185000,23.907288,25.866357,-1.959069,570.694862,0.254025,0.303827,0
0.190000,20.980420,23.061520,-2.081100,665.211886,0.303827,0.361878,0
0.195000,17.462226,21.223657,-3.761431,907.758490,0.361878,0.441095,0
0.200000,13.423634,18.103763,-4.680129,1030.562258,0.441095,0.531028,0
0.205000,8.956032,14.162168,-5.206136,1129.185707,0.531028,0.629568,0
0.210000,4.167901,10.491477,-6.323576,1349.847319,0.629568,0.747365,0
0.215000,-0.819249,5.762633,-6.581882,1506.714004,0.747365,0.878850,0
0.220000,-5.875494,1.562225,-7.437719,1756.330359,0.878850,1.032119,0
0.225000,-10.867450,-3.674500,-7.192951,1903.519169,1.032119,1.198232,0
0.230000,-15.663386,-8.426969,-7.236417,1989.279637,1.198232,1.371830,0
0.235000,-20.138262,-12.757532,-7.380729,2028.957212,1.371830,1.548890,0
0.240000,-24.178504,-17.102729,-7.075775,2081.289967,1.548890,1.730516,0
0.245000,-27.686316,-20.618188,-7.068128,2104.976323,1.730516,1.914210,0
0.250000,-30.583343,-24.179107,-6.404236,1774.242852,1.914210,2.069042,0
0.255000,-32.813543,-26.328293,-6.485250,1490.404616,2.069042,2.199105,0
