t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,nan,35.417055,nan,-107.328740,0.024645,0.015279,0
0.005000,36.409012,35.719954,0.689058,-225.609793,0.015279,-0.004409,0
0.010000,37.789911,36.869898,0.920013,-250.368496,-0.004409,-0.026258,0
0.015000,39.115144,37.284326,1.830817,-355.356232,-0.026258,-0.057269,0
0.020000,40.358268,38.333340,2.024928,-389.218368,-0.057269,-0.091234,0
0.025000,41.494480,39.871809,1.622672,-346.613036,-0.091234,-0.121482,0
0.030000,42.501111,40.601295,1.899816,-380.214187,-0.121482,-0.154662,0
0.035000,43.358074,41.676880,1.681194,-335.067064,-0.154662,-0.183902,0
0.040000,44.048271,42.797402,1.250869,-249.234839,-0.183902,-0.205652,0
0.045000,44.557930,43.531199,1.026731,-189.783306,-0.205652,-0.222214,0
0.050000,44.876883,44.265479,0.611404,-103.284446,-0.222214,-0.231227,0
0.055000,44.998766,44.265479,0.733287,-92.459724,-0.231227,-0.239296,0
0.060000,44.921147,44.265479,0.655668,-53.741974,-0.239296,-0.243985,0
0.065000,44.645574,44.635064,0.010511,64.841381,-0.243985,-0.238327,0
0.070000,44.177546,44.265479,-0.087933,104.456025,-0.238327,-0.229211,0
0.075000,43.526402,43.531199,-0.004798,116.440694,-0.229211,-0.219050,0
0.080000,42.705132,43.905309,-1.200177,306.365038,-0.219050,-0.192315,0
0.085000,41.730125,43.152390,-1.422265,357.899244,-0.192315,-0.161082,0
0.090000,40.620834,41.676880,-1.056046,322.343629,-0.161082,-0.132952,0
0.095000,39.399392,40.940654,-1.541262,397.668228,-0.132952,-0.098249,0
0.100000,38.090170,39.472460,-1.382290,367.402359,-0.098249,-0.066187,0
0.105000,36.719291,38.333340,-1.614049,378.808343,-0.066187,-0.033130,0
0.110000,35.314108,37.284326,-1.970219,396.104623,-0.033130,0.001437,0
0.115000,33.902657,36.142041,-2.239384,401.512980,0.001437,0.036475,0
0.120000,32.513101,34.992020,-2.478919,410.708527,0.036475,0.072316,0
0.125000,31.173166,33.546109,-2.372943,390.684935,0.072316,0.106410,0
0.130000,29.909586,31.675469,-1.765883,317.385682,0.106410,0.134107,0
0.135000,28.747573,30.963757,-2.216183,353.623811,0.134107,0.164967,0
0.140000,27.710314,29.614812,-1.904498,301.901338,0.164967,0.191312,0
0.145000,26.818503,28.902357,-2.083854,300.333111,0.191312,0.217521,0
0.150000,26.089935,27.734191,-1.644256,232.132461,0.217521,0.237779,0
0.155000,25.539146,27.030860,-1.491714,195.357075,0.237779,0.254827,0
0.160000,25.177127,25.866357,-0.689229,90.193083,0.254827,0.262698,0
0.165000,25.011101,25.866357,-0.855256,86.802724,0.262698,0.270273,0
0.170000,25.044380,25.395912,-0.351531,12.654726,0.270273,0.271377,0
0.175000,25.276301,25.395912,-0.119611,-32.418714,0.271377,0.268548,0
0.180000,25.702235,25.395912,0.306323,-97.054303,0.268548,0.260078,0
0.185000,26.313685,25.866357,0.447328,-130.043783,0.260078,0.248730,0
0.190000,27.098450,26.333086,0.765364,-179.987133,0.248730,0.233023,0
0.195000,28.040872,26.565051,1.475821,-269.591474,0.233023,0.209497,0
0.200000,29.122147,27.734191,1.387957,-274.218822,0.209497,0.185567,0
0.205000,30.320702,28.442929,1.877773,-339.333160,0.185567,0.155954,0
0.210000,31.612621,30.068583,1.544038,-314.399731,0.155954,0.128518,0
0.215000,32.972127,30.963757,2.008371,-370.498846,0.128518,0.096186,0
0.220000,34.372095,32.391393,1.980702,-366.880351,0.096186,0.064169,0
0.225000,35.784591,33.546109,2.238482,-389.988766,0.064169,0.030136,0
0.230000,37.181432,34.992020,2.189412,-382.082776,0.030136,-0.003207,0
0.235000,38.534748,36.450923,2.083825,-374.783516,-0.003207,-0.035913,0
0.240000,39.817537,37.600405,2.217131,-400.898586,-0.035913,-0.070898,0
0.245000,41.004202,38.740964,2.263239,-421.925470,-0.070898,-0.107718,0
0.250000,42.071068,39.871809,2.199259,-423.296508,-0.107718,-0.144657,0
0.255000,42.996847,41.332212,1.664635,-341.943530,-0.144657,-0.174497,0
0.260000,43.763067,42.414206,1.348861,-274.896965,-0.174497,-0.198487,0
0.265000,44.354440,43.531199,0.823241,-173.403120,-0.198487,-0.213619,0
0.270000,44.759168,43.152390,1.606778,-255.959414,-0.213619,-0.235956,0
0.275000,44.969173,44.630355,0.338818,-49.409959,-0.235956,-0.240267,0
0.280000,44.980267,44.265479,0.714788,-74.510024,-0.240267,-0.246770,0
0.285000,44.792228,44.265479,0.526749,-20.347857,-0.246770,-0.248545,0
0.290000,44.408808,44.265479,0.143329,60.810077,-0.248545,-0.243239,0
0.295000,43.837656,44.265479,-0.427823,166.500367,-0.243239,-0.228709,0
0.300000,43.090170,43.905309,-0.815139,242.996569,-0.228709,-0.207503,0
0.305000,42.181263,43.531199,-1.349936,338.677234,-0.207503,-0.177948,0
0.310000,41.129071,42.414206,-1.285135,348.422447,-0.177948,-0.147543,0
0.315000,39.954587,41.332212,-1.377625,373.474508,-0.147543,-0.114951,0
0.320000,38.681246,40.601295,-1.920049,446.973649,-0.114951,-0.075945,0
0.325000,37.334454,38.740964,-1.406510,358.420887,-0.075945,-0.044667,0
0.330000,35.941083,38.333340,-2.392257,456.156503,-0.044667,-0.004860,0
0.335000,34.528935,36.869898,-2.340962,417.729138,-0.004860,0.031594,0
0.340000,33.126187,34.992020,-1.865833,348.229090,0.031594,0.061983,0
