t,ref_now_deg,ref_aligned_deg,meas_deg,meas_lag1_deg,err_aligned_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.270000,-18.477591,-17.820130,-16.620757,-17.132996,-1.199374,560.227317,2.506462,2.555351,0
0.275000,-19.021130,-18.477591,-17.132996,-17.402704,-1.344594,510.724184,2.555351,2.599920,0
0.280000,-19.447398,-19.021130,-17.402704,-18.043412,-1.618426,478.311162,2.599920,2.641660,0
0.285000,-19.753767,-19.447398,-18.043412,-18.043412,-1.403986,338.674268,2.641660,2.671215,0
0.290000,-19.938347,-19.753767,-18.043412,-18.305613,-1.710355,299.146483,2.671215,2.697321,0
0.295000,-20.000000,-19.938347,-18.305613,-18.043412,-1.632733,177.029722,2.697321,2.712769,0
0.300000,-19.938347,-20.000000,-18.043412,-18.824710,-1.956588,137.086948,2.712769,2.724732,0
0.305000,-19.753767,-19.938347,-18.824710,-17.916449,-1.113637,-143.719582,2.724732,2.712191,0
0.310000,-19.447398,-19.753767,-17.916449,-18.434949,-1.837318,-90.442888,2.712191,2.704298,0
0.315000,-19.021130,-19.447398,-18.434949,-18.305613,-1.012450,-354.477899,2.704298,2.673364,0
0.320000,-18.477591,-19.021130,-18.305613,-17.916449,-0.715517,-491.762172,2.673364,2.630450,0
0.325000,-17.820130,-18.477591,-17.916449,-17.525568,-0.561142,-583.655054,2.630450,2.579516,0
0.330000,-17.052803,-17.820130,-17.525568,-17.012547,-0.294562,-682.834834,2.579516,2.519927,0
0.335000,-16.180340,-17.052803,-17.012547,-16.342883,-0.040256,-762.931441,2.519927,2.453349,0
0.340000,-15.208119,-16.180340,-16.342883,-15.435862,0.162543,-818.620404,2.453349,2.381911,0
0.345000,-14.142136,-15.208119,-15.435862,-14.534455,0.227743,-837.980190,2.381911,2.308783,0
0.350000,-12.988961,-14.142136,-14.534455,-13.335106,0.392319,-873.562210,2.308783,2.232551,0
0.355000,-11.755705,-12.988961,-13.335106,-12.037202,0.346145,-867.875830,2.232551,2.156814,0
0.360000,-10.449971,-11.755705,-12.037202,-11.148990,0.281497,-861.152046,2.156814,2.081665,0
0.365000,-9.079810,-10.449971,-11.148990,-9.530128,0.699018,-944.994510,2.081665,1.999198,0
0.370000,-7.653669,-9.079810,-9.530128,-7.839263,0.450318,-894.843593,1.999198,1.921108,0
0.375000,-6.180340,-7.653669,-7.839263,-6.566299,0.185595,-831.163452,1.921108,1.848576,0
0.380000,-4.668907,-6.180340,-6.566299,-4.934164,0.385959,-841.957084,1.848576,1.775101,0
0.385000,-3.128689,-4.668907,-4.934164,-3.293965,0.265257,-783.637962,1.775101,1.706716,0
0.390000,-1.569182,-3.128689,-3.293965,-2.060111,0.165276,-730.173268,1.706716,1.642996,0
0.395000,0.000000,-1.569182,-2.060111,-0.412193,0.490929,-756.761743,1.642996,1.576956,0
0.400000,1.569182,0.000000,-0.412193,1.236408,0.412193,-716.199054,1.576956,1.514456,0
0.405000,3.128689,1.569182,1.236408,2.471665,0.332774,-682.814351,1.514456,1.454869,0
0.410000,4.668907,3.128689,2.471665,3.704627,0.657025,-724.868418,1.454869,1.391613,0
0.415000,6.180340,4.668907,3.704627,5.792796,0.964280,-767.520872,1.391613,1.324634,0
0.420000,7.653669,6.180340,5.792796,7.839263,0.387543,-651.400106,1.324634,1.267788,0
0.425000,9.079810,7.653669,7.839263,9.530128,-0.185595,-515.999188,1.267788,1.222759,0
0.430000,10.449971,9.079810,9.530128,10.007980,-0.450318,-420.121383,1.222759,1.186096,0
0.435000,11.755705,10.449971,10.007980,11.228892,0.441991,-516.683194,1.186096,1.141007,0
0.440000,12.988961,11.755705,11.228892,12.932608,0.526813,-475.093921,1.141007,1.099548,0
0.445000,14.142136,12.988961,12.932608,13.834853,0.056353,-362.132887,1.099548,1.067945,0
0.450000,15.208119,14.142136,13.834853,14.534455,0.307282,-378.185371,1.067945,1.034943,0
0.455000,16.180340,15.208119,14.534455,15.435862,0.673664,-418.812783,1.034943,0.998394,0
0.460000,17.052803,16.180340,15.435862,16.342883,0.744478,-410.816813,0.998394,0.962544,0
0.465000,17.820130,17.052803,16.342883,17.650124,0.709921,-375.027578,0.962544,0.929816,0
0.470000,18.477591,17.820130,17.650124,18.043412,0.170006,-240.905692,0.929816,0.908793,0
0.475000,19.021130,18.477591,18.043412,18.958183,0.434179,-239.302631,0.908793,0.887910,0
0.480000,19.447398,19.021130,18.958183,19.348472,0.062947,-126.019608,0.887910,0.876913,0
0.485000,19.753767,19.447398,19.348472,19.348472,0.098927,-82.505277,0.876913,0.869713,0
0.490000,19.938347,19.753767,19.348472,19.876872,0.405295,-85.445122,0.869713,0.862257,0
0.495000,20.000000,19.938347,19.876872,nan,0.061474,23.743713,0.862257,0.864329,0
