t,ref_now_deg,meas_deg,err_deg,u0_deg_s,psi_now_rad,psi_cmd_rad,qp_infeasible
0.000000,0.376952,3.341944,-2.964992,7.969847,0.900051,0.927871,0
1.234534,2.689411,7.539445,-4.850034,13.389313,0.927871,0.974608,0
2.158513,4.380892,5.834789,-1.453897,4.218373,0.974608,0.989333,0
3.081196,6.011139,5.877393,0.133747,-0.510288,0.989333,0.987552,0
4.003676,7.560334,5.460213,2.100122,-6.437933,0.987552,0.965079,0
4.926364,9.008360,5.877393,3.130967,-9.159775,0.965079,0.933106,0
5.848807,10.335077,7.125016,3.210061,-8.990219,0.933106,0.901724,0
6.770248,11.521871,8.365886,3.155985,-8.604920,0.901724,0.871687,0
7.701390,12.564352,9.188836,3.375516,-9.065326,0.871687,0.840043,0
8.624078,13.427910,10.080598,3.347312,-8.894369,0.840043,0.808996,0
9.578493,14.131314,10.980650,3.150664,-8.242582,0.808996,0.780224,0
10.502244,14.618851,12.211508,2.407343,-6.123859,0.780224,0.758847,0
11.426445,14.909713,13.025841,1.883872,-4.635016,0.758847,0.742668,0
12.348226,14.999725,13.528315,1.471409,-3.499816,0.742668,0.730451,0
13.270578,14.888570,13.934835,0.953735,-2.198234,0.730451,0.722778,0
14.194496,14.576926,14.444036,0.132891,-0.289752,0.722778,0.721767,0
15.119494,14.068302,14.444036,-0.375734,0.867808,0.721767,0.724796,0
16.072224,13.346028,14.444036,-1.098008,2.533991,0.724796,0.733641,0
16.995766,12.463381,13.934835,-1.471454,3.479002,0.733641,0.745785,0
17.926586,11.404148,13.528315,-2.124168,5.164318,0.745785,0.763812,0
18.848712,10.201080,12.711133,-2.510052,6.319087,0.763812,0.785870,0
19.771339,8.860429,11.802434,-2.942005,7.626550,0.785870,0.812492,0
20.726423,7.347530,11.392136,-4.044606,10.685331,0.812492,0.849790,0
21.648876,5.785714,9.668669,-3.882955,10.409544,0.849790,0.886127,0
22.571748,4.145485,8.777817,-4.632333,12.589895,0.886127,0.930074,0
23.494061,2.450602,7.539445,-5.088844,14.371154,0.930074,0.980238,0
24.417303,0.721090,6.248372,-5.527282,16.888278,0.980238,1.039190,0
25.340549,-1.018127,4.144624,-5.162750,17.828676,1.039190,1.101423,0
26.264221,-2.744445,2.507702,-5.252146,20.492085,1.101423,1.172954,0
27.186829,-4.431912,0.418210,-4.850122,20.937765,1.172954,1.246041,0
28.109966,-6.060785,-1.254452,-4.806333,21.878073,1.246041,1.322410,0
29.040679,-7.620493,-3.366461,-4.254032,19.846190,1.322410,1.391686,0
29.964697,-9.066029,-5.460213,-3.605817,17.038888,1.391686,1.451163,0
30.887711,-10.388102,-6.709837,-3.678265,17.540663,1.451163,1.512391,0
31.810735,-11.570586,-8.011232,-3.559355,17.290980,1.512391,1.572748,0
32.733768,-12.597587,-9.739446,-2.858141,14.317532,1.572748,1.622726,0
33.657053,-13.455497,-10.568014,-2.887483,14.828010,1.622726,1.674486,0
34.587790,-14.137181,-11.802434,-2.334747,12.417654,1.674486,1.717831,0
35.510466,-14.622315,-12.711133,-1.911182,10.429546,1.717831,1.754237,0
36.462457,-14.916997,-13.120403,-1.796594,9.961767,1.754237,1.789010,0
37.386189,-14.999120,-14.036243,-0.962877,5.326971,1.789010,1.807605,0
38.309603,-14.879441,-14.444036,-0.435405,2.215959,1.807605,1.815340,0
39.232820,-14.559721,-14.444036,-0.115686,0.272824,1.815340,1.816293,0
40.157431,-14.043332,-14.036243,-0.007089,-0.427359,1.816293,1.814801,0
41.079973,-13.339354,-14.036243,0.696890,-4.542201,1.814801,1.798945,0
42.003370,-12.455400,-14.036243,1.580844,-9.535872,1.798945,1.765659,0
42.958428,-11.365067,-13.626995,2.261928,-13.009888,1.765659,1.720246,0
43.880868,-10.156559,-12.711133,2.554573,-14.071890,1.720246,1.671126,0
44.803821,-8.810951,-12.300539,3.489588,-18.341035,1.671126,1.607103,0
45.766982,-7.280781,-10.568014,3.287233,-16.586763,1.607103,1.549205,0
46.690774,-5.712771,-9.255728,3.542957,-17.376793,1.549205,1.488548,0
47.612767,-4.071123,-7.594643,3.523521,-16.949402,1.488548,1.429384,0
48.535042,-2.374361,-6.293948,3.919587,-18.586575,1.429384,1.364504,0
49.458399,-0.643704,-5.042451,4.398747,-20.586083,1.364504,1.292645,0
50.381237,1.094631,-2.924978,4.019609,-18.464474,1.292645,1.228192,0
51.313236,2.835223,-1.254452,4.089675,-18.079618,1.228192,1.165082,0
52.236519,4.521307,0.418210,4.103097,-16.964010,1.165082,1.105867,0
53.160867,6.148425,1.672394,4.476031,-16.867626,1.105867,1.046988,0
54.084677,7.691811,3.758556,3.933255,-13.251666,1.046988,1.000731,0
55.007904,9.130779,5.005833,4.124947,-12.738378,1.000731,0.956265,0
55.929645,10.444978,6.293948,4.151029,-11.920983,0.956265,0.914653,0
56.852427,11.620440,7.953082,3.667358,-10.075392,0.914653,0.879484,0
57.775397,12.640009,8.777817,3.862192,-10.394221,0.879484,0.843201,0
58.697977,13.489412,10.080598,3.408814,-9.065031,0.843201,0.811558,0
59.621028,14.158001,10.901268,3.256733,-8.533380,0.811558,0.781771,0
